province,reference_period,immigrants,net_emigration,emigrants,returning_emigrants,net_temp_emigration,net_npr,npr_inflows,npr_outflows,quarter,year,quarter_date
Nunavut 16,Q1 2014,9.0,8.0,1.0,0.0,7.0,1.0,,,Q1,2014,2014-03-31
Nunavut 16,Q2 2014,8.0,7.0,1.0,0.0,6.0,0.0,,,Q2,2014,2014-06-30
Nunavut 16,Q3 2014,4.0,8.0,2.0,2.0,8.0,34.0,,,Q3,2014,2014-09-30
Nunavut 16,Q4 2014,2.0,6.0,0.0,0.0,6.0,-38.0,,,Q4,2014,2014-12-31
Nunavut 16,Q1 2015,12.0,8.0,1.0,0.0,7.0,-7.0,,,Q1,2015,2015-03-31
Nunavut 16,Q2 2015,10.0,7.0,1.0,1.0,7.0,-2.0,,,Q2,2015,2015-06-30
Nunavut 16,Q3 2015,7.0,9.0,1.0,0.0,8.0,56.0,,,Q3,2015,2015-09-30
Nunavut 16,Q4 2015,8.0,6.0,0.0,0.0,6.0,-7.0,,,Q4,2015,2015-12-31
Nunavut 16,Q1 2016,13.0,8.0,1.0,0.0,7.0,-54.0,,,Q1,2016,2016-03-31
Nunavut 16,Q2 2016,11.0,6.0,0.0,0.0,6.0,27.0,,,Q2,2016,2016-06-30
Nunavut 16,Q3 2016,10.0,-13.0,4.0,17.0,,-13.0,,,Q3,2016,2016-09-30
Nunavut 16,Q4 2016,2.0,-4.0,2.0,6.0,,-21.0,,,Q4,2016,2016-12-31
Nunavut 16,Q1 2017,10.0,-4.0,2.0,6.0,,4.0,,,Q1,2017,2017-03-31
Nunavut 16,Q2 2017,14.0,-8.0,0.0,8.0,,9.0,,,Q2,2017,2017-06-30
Nunavut 16,Q3 2017,1.0,0.0,0.0,0.0,,35.0,,,Q3,2017,2017-09-30
Nunavut 16,Q4 2017,15.0,0.0,0.0,0.0,,-18.0,,,Q4,2017,2017-12-31
Nunavut 16,Q1 2018,9.0,0.0,0.0,0.0,,-20.0,,,Q1,2018,2018-03-31
Nunavut 16,Q2 2018,6.0,0.0,0.0,0.0,,-1.0,,,Q2,2018,2018-06-30
Nunavut 16,Q3 2018,4.0,0.0,0.0,0.0,,26.0,,,Q3,2018,2018-09-30
Nunavut 16,Q4 2018,9.0,0.0,0.0,0.0,,-9.0,,,Q4,2018,2018-12-31
Nunavut 16,Q1 2019,6.0,0.0,0.0,0.0,,2.0,,,Q1,2019,2019-03-31
Nunavut 16,Q2 2019,6.0,0.0,0.0,0.0,,3.0,,,Q2,2019,2019-06-30
Nunavut 16,Q3 2019,9.0,0.0,0.0,0.0,,22.0,,,Q3,2019,2019-09-30
Nunavut 16,Q4 2019,19.0,0.0,0.0,0.0,,8.0,,,Q4,2019,2019-12-31
Nunavut 16,Q1 2020,11.0,0.0,2.0,2.0,,-3.0,,,Q1,2020,2020-03-31
Nunavut 16,Q2 2020,0.0,0.0,0.0,0.0,,-15.0,,,Q2,2020,2020-06-30
Nunavut 16,Q3 2020,0.0,0.0,2.0,2.0,,2.0,,,Q3,2020,2020-09-30
Nunavut 16,Q4 2020,9.0,0.0,0.0,0.0,,-3.0,,,Q4,2020,2020-12-31
Nunavut 16,Q1 2021,4.0,0.0,2.0,2.0,,2.0,,,Q1,2021,2021-03-31
Nunavut 16,Q2 2021,8.0,0.0,0.0,0.0,,6.0,,,Q2,2021,2021-06-30
Nunavut 16,Q3 2021,16.0,6.0,9.0,3.0,,-6.0,19.0,25.0,Q3,2021,2021-09-30
Nunavut 16,Q4 2021,11.0,3.0,3.0,0.0,,-3.0,8.0,11.0,Q4,2021,2021-12-31
Nunavut 16,Q1 2022,11.0,6.0,7.0,1.0,,-11.0,4.0,15.0,Q1,2022,2022-03-31
Nunavut 16,Q2 2022,15.0,3.0,4.0,1.0,,-11.0,5.0,16.0,Q2,2022,2022-06-30
Nunavut 16,Q3 2022,7.0,4.0,7.0,3.0,,22.0,29.0,7.0,Q3,2022,2022-09-30
Nunavut 16,Q4 2022,10.0,1.0,3.0,2.0,,-8.0,6.0,14.0,Q4,2022,2022-12-31
Nunavut 16,Q1 2023,11.0,4.0,5.0,1.0,,16.0,23.0,7.0,Q1,2023,2023-03-31
Nunavut 16,Q2 2023,17.0,3.0,4.0,1.0,,8.0,17.0,9.0,Q2,2023,2023-06-30
Nunavut 16,Q3 2023,16.0,0.0,0.0,0.0,,67.0,79.0,12.0,Q3,2023,2023-09-30
Nunavut 16,Q4 2023,13.0,0.0,0.0,0.0,,-22.0,39.0,61.0,Q4,2023,2023-12-31
Nunavut 16,Q1 2024,9.0,0.0,0.0,0.0,,38.0,45.0,7.0,Q1,2024,2024-03-31
Nunavut 16,Q2 2024,19.0,0.0,0.0,0.0,,16.0,26.0,10.0,Q2,2024,2024-06-30
Nunavut 16,Q3 2024,17.0,0.0,0.0,0.0,,65.0,69.0,4.0,Q3,2024,2024-09-30
Nunavut 16,Q4 2024,22.0,0.0,0.0,0.0,,-17.0,23.0,40.0,Q4,2024,2024-12-31
Nunavut 16,Q1 2025,21.0,0.0,0.0,0.0,,26.0,31.0,5.0,Q1,2025,2025-03-31
Nunavut 16,Q2 2025,13.0,0.0,0.0,0.0,,13.0,29.0,16.0,Q2,2025,2025-06-30
Ontario,Q1 2010,24453.0,4627.0,5713.0,2695.0,1609.0,6160.0,,,Q1,2010,2010-03-31
Ontario,Q2 2010,35313.0,3155.0,6338.0,4883.0,1700.0,8619.0,,,Q2,2010,2010-06-30
Ontario,Q3 2010,34884.0,4722.0,9270.0,6541.0,1993.0,13203.0,,,Q3,2010,2010-09-30
Ontario,Q4 2010,23474.0,4987.0,6299.0,2960.0,1648.0,-12917.0,,,Q4,2010,2010-12-31
Ontario,Q1 2011,19945.0,5285.0,6503.0,2867.0,1649.0,6154.0,,,Q1,2011,2011-03-31
Ontario,Q2 2011,26716.0,2968.0,6610.0,5315.0,1673.0,9290.0,,,Q2,2011,2011-06-30
Ontario,Q3 2011,28739.0,7278.0,10019.0,6624.0,3883.0,14511.0,,,Q3,2011,2011-09-30
Ontario,Q4 2011,24057.0,7233.0,6914.0,2836.0,3155.0,-8801.0,,,Q4,2011,2011-12-31
Ontario,Q1 2012,20718.0,6868.0,6616.0,2816.0,3068.0,6630.0,,,Q1,2012,2012-03-31
Ontario,Q2 2012,27745.0,4008.0,6166.0,5220.0,3062.0,12737.0,,,Q2,2012,2012-06-30
Ontario,Q3 2012,25936.0,5834.0,9249.0,7214.0,3799.0,15070.0,,,Q3,2012,2012-09-30
Ontario,Q4 2012,24722.0,6373.0,6029.0,2720.0,3064.0,-14668.0,,,Q4,2012,2012-12-31
Ontario,Q1 2013,24810.0,7017.0,6557.0,2700.0,3160.0,4473.0,,,Q1,2013,2013-03-31
Ontario,Q2 2013,30410.0,4439.0,6425.0,5132.0,3146.0,11574.0,,,Q2,2013,2013-06-30
Ontario,Q3 2013,25613.0,5362.0,9231.0,7571.0,3702.0,17453.0,,,Q3,2013,2013-09-30
Ontario,Q4 2013,22734.0,6899.0,6399.0,2630.0,3130.0,-17698.0,,,Q4,2013,2013-12-31
Ontario,Q1 2014,25497.0,7527.0,6914.0,2549.0,3162.0,1013.0,,,Q1,2014,2014-03-31
Ontario,Q2 2014,28085.0,5129.0,6659.0,4703.0,3173.0,9924.0,,,Q2,2014,2014-06-30
Ontario,Q3 2014,22954.0,6197.0,9977.0,7603.0,3823.0,16577.0,,,Q3,2014,2014-09-30
Ontario,Q4 2014,19242.0,6030.0,5913.0,2929.0,3046.0,-20697.0,,,Q4,2014,2014-12-31
Ontario,Q1 2015,19780.0,7341.0,6835.0,2639.0,3145.0,-569.0,,,Q1,2015,2015-03-31
Ontario,Q2 2015,27698.0,4233.0,6596.0,5517.0,3154.0,9882.0,,,Q2,2015,2015-06-30
Ontario,Q3 2015,29679.0,6731.0,10872.0,8066.0,3925.0,14504.0,,,Q3,2015,2015-09-30
Ontario,Q4 2015,26473.0,7159.0,6832.0,2811.0,3138.0,-12144.0,,,Q4,2015,2015-12-31
Ontario,Q1 2016,31730.0,7272.0,7018.0,2858.0,3112.0,11582.0,,,Q1,2016,2016-03-31
Ontario,Q2 2016,32250.0,3666.0,5981.0,5309.0,2994.0,15968.0,,,Q2,2016,2016-06-30
Ontario,Q3 2016,24800.0,6698.0,19021.0,12323.0,,29196.0,,,Q3,2016,2016-09-30
Ontario,Q4 2016,21139.0,6184.0,11413.0,5229.0,,-37.0,,,Q4,2016,2016-12-31
Ontario,Q1 2017,25301.0,6751.0,12215.0,5464.0,,9956.0,,,Q1,2017,2017-03-31
Ontario,Q2 2017,27280.0,2200.0,9960.0,7760.0,,24597.0,,,Q2,2017,2017-06-30
Ontario,Q3 2017,28067.0,2435.0,13726.0,11291.0,,36892.0,,,Q3,2017,2017-09-30
Ontario,Q4 2017,31393.0,3786.0,8576.0,4790.0,,-1213.0,,,Q4,2017,2017-12-31
Ontario,Q1 2018,35253.0,6079.0,11244.0,5165.0,,13999.0,,,Q1,2018,2018-03-31
Ontario,Q2 2018,37798.0,1857.0,9513.0,7656.0,,26872.0,,,Q2,2018,2018-06-30
Ontario,Q3 2018,33247.0,2256.0,13590.0,11334.0,,35460.0,,,Q3,2018,2018-09-30
Ontario,Q4 2018,31171.0,4208.0,9117.0,4909.0,,-1544.0,,,Q4,2018,2018-12-31
Ontario,Q1 2019,31160.0,5329.0,9976.0,4647.0,,10330.0,,,Q1,2019,2019-03-31
Ontario,Q2 2019,43530.0,1709.0,8703.0,6994.0,,27010.0,,,Q2,2019,2019-06-30
Ontario,Q3 2019,45930.0,4205.0,14086.0,9881.0,,32165.0,,,Q3,2019,2019-09-30
Ontario,Q4 2019,32764.0,4153.0,8428.0,4275.0,,13438.0,,,Q4,2019,2019-12-31
Ontario,Q1 2020,32342.0,5041.0,9873.0,4832.0,,1621.0,,,Q1,2020,2020-03-31
Ontario,Q2 2020,16069.0,1188.0,3382.0,2194.0,,-11704.0,,,Q2,2020,2020-06-30
Ontario,Q3 2020,17257.0,-327.0,7731.0,8058.0,,-33458.0,,,Q3,2020,2020-09-30
Ontario,Q4 2020,17288.0,2168.0,6152.0,3984.0,,-3501.0,,,Q4,2020,2020-12-31
Ontario,Q1 2021,35005.0,4781.0,8001.0,3220.0,,7704.0,,,Q1,2021,2021-03-31
Ontario,Q2 2021,38358.0,3918.0,7713.0,3795.0,,3180.0,,,Q2,2021,2021-06-30
Ontario,Q3 2021,58988.0,3692.0,12139.0,8447.0,,42550.0,108213.0,65663.0,Q3,2021,2021-09-30
Ontario,Q4 2021,66953.0,5050.0,9838.0,4788.0,,-11168.0,63542.0,74710.0,Q4,2021,2021-12-31
Ontario,Q1 2022,50679.0,8114.0,12308.0,4194.0,,21599.0,59400.0,37801.0,Q1,2022,2022-03-31
Ontario,Q2 2022,50804.0,5393.0,11763.0,6370.0,,67950.0,95584.0,27634.0,Q2,2022,2022-06-30
Ontario,Q3 2022,50132.0,7947.0,16388.0,8441.0,,106930.0,146543.0,39613.0,Q3,2022,2022-09-30
Ontario,Q4 2022,33390.0,6653.0,11223.0,4570.0,,80304.0,117846.0,37542.0,Q4,2022,2022-12-31
Ontario,Q1 2023,60860.0,9441.0,13908.0,4467.0,,44572.0,87651.0,43079.0,Q1,2023,2023-03-31
Ontario,Q2 2023,54950.0,5573.0,11876.0,6303.0,,92882.0,127658.0,34776.0,Q2,2023,2023-06-30
Ontario,Q3 2023,47161.0,9150.0,18419.0,9269.0,,155211.0,203679.0,48468.0,Q3,2023,2023-09-30
Ontario,Q4 2023,43892.0,6544.0,11064.0,4520.0,,87753.0,139922.0,52169.0,Q4,2023,2023-12-31
Ontario,Q1 2024,52790.0,9502.0,13974.0,4472.0,,66838.0,114128.0,47290.0,Q1,2024,2024-03-31
Ontario,Q2 2024,53846.0,4899.0,10876.0,5977.0,,57908.0,105765.0,47857.0,Q2,2024,2024-06-30
Ontario,Q3 2024,51324.0,9427.0,18976.0,9549.0,,37045.0,107180.0,70135.0,Q3,2024,2024-09-30
Ontario,Q4 2024,47927.0,6742.0,11399.0,4657.0,,-14011.0,58992.0,73003.0,Q4,2024,2024-12-31
Ontario,Q1 2025,47275.0,9792.0,14398.0,4606.0,,-34301.0,43209.0,77510.0,Q1,2025,2025-03-31
Ontario,Q2 2025,44050.0,5045.0,11206.0,6161.0,,-37397.0,49695.0,87092.0,Q2,2025,2025-06-30
Prince Edward Island,Q1 2010,388.0,9.0,7.0,5.0,7.0,-33.0,,,Q1,2010,2010-03-31
Prince Edward Island,Q2 2010,572.0,4.0,4.0,9.0,9.0,119.0,,,Q2,2010,2010-06-30
Prince Edward Island,Q3 2010,1166.0,33.0,42.0,19.0,10.0,156.0,,,Q3,2010,2010-09-30
Prince Edward Island,Q4 2010,467.0,36.0,36.0,8.0,8.0,-64.0,,,Q4,2010,2010-12-31
Prince Edward Island,Q1 2011,434.0,28.0,29.0,8.0,7.0,-24.0,,,Q1,2011,2011-03-31
Prince Edward Island,Q2 2011,543.0,25.0,31.0,15.0,9.0,121.0,,,Q2,2011,2011-06-30
Prince Edward Island,Q3 2011,529.0,16.0,25.0,20.0,11.0,54.0,,,Q3,2011,2011-09-30
Prince Edward Island,Q4 2011,233.0,9.0,9.0,9.0,9.0,33.0,,,Q4,2011,2011-12-31
Prince Edward Island,Q1 2012,284.0,12.0,10.0,8.0,10.0,-36.0,,,Q1,2012,2012-03-31
Prince Edward Island,Q2 2012,330.0,5.0,12.0,16.0,9.0,155.0,,,Q2,2012,2012-06-30
Prince Edward Island,Q3 2012,307.0,30.0,65.0,46.0,11.0,112.0,,,Q3,2012,2012-09-30
Prince Edward Island,Q4 2012,181.0,23.0,31.0,17.0,9.0,-14.0,,,Q4,2012,2012-12-31
Prince Edward Island,Q1 2013,121.0,24.0,31.0,17.0,10.0,-98.0,,,Q1,2013,2013-03-31
Prince Edward Island,Q2 2013,254.0,9.0,31.0,32.0,10.0,136.0,,,Q2,2013,2013-06-30
Prince Edward Island,Q3 2013,255.0,1.0,29.0,39.0,11.0,106.0,,,Q3,2013,2013-09-30
Prince Edward Island,Q4 2013,370.0,13.0,16.0,13.0,10.0,-122.0,,,Q4,2013,2013-12-31
Prince Edward Island,Q1 2014,364.0,17.0,20.0,13.0,10.0,1.0,,,Q1,2014,2014-03-31
Prince Edward Island,Q2 2014,411.0,11.0,25.0,24.0,10.0,203.0,,,Q2,2014,2014-06-30
Prince Edward Island,Q3 2014,511.0,54.0,62.0,19.0,11.0,138.0,,,Q3,2014,2014-09-30
Prince Edward Island,Q4 2014,344.0,25.0,24.0,8.0,9.0,-186.0,,,Q4,2014,2014-12-31
Prince Edward Island,Q1 2015,196.0,27.0,23.0,6.0,10.0,21.0,,,Q1,2015,2015-03-31
Prince Edward Island,Q2 2015,290.0,30.0,34.0,14.0,10.0,613.0,,,Q2,2015,2015-06-30
Prince Edward Island,Q3 2015,365.0,34.0,37.0,14.0,11.0,139.0,,,Q3,2015,2015-09-30
Prince Edward Island,Q4 2015,339.0,26.0,22.0,5.0,9.0,73.0,,,Q4,2015,2015-12-31
Prince Edward Island,Q1 2016,560.0,30.0,25.0,5.0,10.0,-8.0,,,Q1,2016,2016-03-31
Prince Edward Island,Q2 2016,751.0,23.0,24.0,10.0,9.0,420.0,,,Q2,2016,2016-06-30
Prince Edward Island,Q3 2016,694.0,63.0,126.0,63.0,,389.0,,,Q3,2016,2016-09-30
Prince Edward Island,Q4 2016,308.0,23.0,46.0,23.0,,-150.0,,,Q4,2016,2016-12-31
Prince Edward Island,Q1 2017,607.0,19.0,40.0,21.0,,-13.0,,,Q1,2017,2017-03-31
Prince Edward Island,Q2 2017,652.0,35.0,77.0,42.0,,456.0,,,Q2,2017,2017-06-30
Prince Edward Island,Q3 2017,628.0,-12.0,36.0,48.0,,429.0,,,Q3,2017,2017-09-30
Prince Edward Island,Q4 2017,456.0,2.0,23.0,21.0,,-174.0,,,Q4,2017,2017-12-31
Prince Edward Island,Q1 2018,480.0,3.0,21.0,18.0,,139.0,,,Q1,2018,2018-03-31
Prince Edward Island,Q2 2018,525.0,-9.0,25.0,34.0,,430.0,,,Q2,2018,2018-06-30
Prince Edward Island,Q3 2018,685.0,-22.0,74.0,96.0,,934.0,,,Q3,2018,2018-09-30
Prince Edward Island,Q4 2018,437.0,17.0,61.0,44.0,,-328.0,,,Q4,2018,2018-12-31
Prince Edward Island,Q1 2019,544.0,20.0,59.0,39.0,,37.0,,,Q1,2019,2019-03-31
Prince Edward Island,Q2 2019,601.0,-3.0,59.0,62.0,,509.0,,,Q2,2019,2019-06-30
Prince Edward Island,Q3 2019,855.0,-4.0,34.0,38.0,,677.0,,,Q3,2019,2019-09-30
Prince Edward Island,Q4 2019,447.0,2.0,18.0,16.0,,-46.0,,,Q4,2019,2019-12-31
Prince Edward Island,Q1 2020,494.0,0.0,18.0,18.0,,-26.0,,,Q1,2020,2020-03-31
Prince Edward Island,Q2 2020,283.0,-1.0,6.0,7.0,,139.0,,,Q2,2020,2020-06-30
Prince Edward Island,Q3 2020,256.0,2.0,35.0,33.0,,-73.0,,,Q3,2020,2020-09-30
Prince Edward Island,Q4 2020,259.0,8.0,25.0,17.0,,61.0,,,Q4,2020,2020-12-31
Prince Edward Island,Q1 2021,366.0,16.0,31.0,15.0,,383.0,,,Q1,2021,2021-03-31
Prince Edward Island,Q2 2021,328.0,18.0,34.0,16.0,,608.0,,,Q2,2021,2021-06-30
Prince Edward Island,Q3 2021,1068.0,7.0,48.0,41.0,,55.0,1073.0,1018.0,Q3,2021,2021-09-30
Prince Edward Island,Q4 2021,851.0,14.0,37.0,23.0,,-550.0,556.0,1106.0,Q4,2021,2021-12-31
Prince Edward Island,Q1 2022,652.0,28.0,47.0,19.0,,83.0,538.0,455.0,Q1,2022,2022-03-31
Prince Edward Island,Q2 2022,868.0,22.0,52.0,30.0,,560.0,1030.0,470.0,Q2,2022,2022-06-30
Prince Edward Island,Q3 2022,835.0,30.0,72.0,42.0,,1177.0,1749.0,572.0,Q3,2022,2022-09-30
Prince Edward Island,Q4 2022,313.0,23.0,45.0,22.0,,432.0,946.0,514.0,Q4,2022,2022-12-31
Prince Edward Island,Q1 2023,1274.0,28.0,48.0,20.0,,-104.0,843.0,947.0,Q1,2023,2023-03-31
Prince Edward Island,Q2 2023,694.0,30.0,62.0,32.0,,927.0,1259.0,332.0,Q2,2023,2023-06-30
Prince Edward Island,Q3 2023,826.0,41.0,91.0,50.0,,1524.0,2165.0,641.0,Q3,2023,2023-09-30
Prince Edward Island,Q4 2023,824.0,23.0,46.0,23.0,,-83.0,857.0,940.0,Q4,2023,2023-12-31
Prince Edward Island,Q1 2024,1328.0,29.0,48.0,19.0,,-284.0,814.0,1098.0,Q1,2024,2024-03-31
Prince Edward Island,Q2 2024,1169.0,31.0,65.0,34.0,,19.0,971.0,952.0,Q2,2024,2024-06-30
Prince Edward Island,Q3 2024,980.0,42.0,94.0,52.0,,441.0,1291.0,850.0,Q3,2024,2024-09-30
Prince Edward Island,Q4 2024,502.0,24.0,47.0,23.0,,-348.0,488.0,836.0,Q4,2024,2024-12-31
Prince Edward Island,Q1 2025,817.0,28.0,48.0,20.0,,-666.0,373.0,1039.0,Q1,2025,2025-03-31
Prince Edward Island,Q2 2025,544.0,33.0,68.0,35.0,,7.0,772.0,765.0,Q2,2025,2025-06-30
Quebec,Q1 2010,10851.0,1299.0,1666.0,874.0,507.0,2277.0,,,Q1,2010,2010-03-31
Quebec,Q2 2010,14058.0,1238.0,2284.0,1583.0,537.0,5764.0,,,Q2,2010,2010-06-30
Quebec,Q3 2010,16512.0,1835.0,3232.0,2027.0,630.0,1055.0,,,Q3,2010,2010-09-30
Quebec,Q4 2010,12577.0,1649.0,2045.0,917.0,521.0,-5793.0,,,Q4,2010,2010-12-31
Quebec,Q1 2011,10124.0,1763.0,2131.0,888.0,520.0,2082.0,,,Q1,2011,2011-03-31
Quebec,Q2 2011,14198.0,1287.0,2407.0,1647.0,527.0,6122.0,,,Q2,2011,2011-06-30
Quebec,Q3 2011,15132.0,2492.0,3368.0,2198.0,1322.0,-921.0,,,Q3,2011,2011-09-30
Quebec,Q4 2011,12270.0,2214.0,2081.0,941.0,1074.0,-3383.0,,,Q4,2011,2011-12-31
Quebec,Q1 2012,10927.0,1994.0,1884.0,935.0,1045.0,2688.0,,,Q1,2012,2012-03-31
Quebec,Q2 2012,15886.0,1590.0,2279.0,1732.0,1043.0,6518.0,,,Q2,2012,2012-06-30
Quebec,Q3 2012,15274.0,2067.0,3075.0,2302.0,1294.0,1548.0,,,Q3,2012,2012-09-30
Quebec,Q4 2012,12937.0,2072.0,1895.0,867.0,1044.0,-6686.0,,,Q4,2012,2012-12-31
Quebec,Q1 2013,11695.0,2080.0,1865.0,862.0,1077.0,757.0,,,Q1,2013,2013-03-31
Quebec,Q2 2013,16042.0,1723.0,2289.0,1638.0,1072.0,6523.0,,,Q2,2013,2013-06-30
Quebec,Q3 2013,13696.0,2208.0,3173.0,2227.0,1262.0,1954.0,,,Q3,2013,2013-09-30
Quebec,Q4 2013,10545.0,2255.0,1961.0,774.0,1068.0,-7256.0,,,Q4,2013,2013-12-31
Quebec,Q1 2014,10603.0,2322.0,1994.0,750.0,1078.0,955.0,,,Q1,2014,2014-03-31
Quebec,Q2 2014,16797.0,2218.0,2521.0,1384.0,1081.0,5132.0,,,Q2,2014,2014-06-30
Quebec,Q3 2014,14852.0,2652.0,3440.0,2090.0,1302.0,3798.0,,,Q3,2014,2014-09-30
Quebec,Q4 2014,7993.0,2374.0,2141.0,805.0,1038.0,-6052.0,,,Q4,2014,2014-12-31
Quebec,Q1 2015,9219.0,2649.0,2303.0,726.0,1072.0,-1484.0,,,Q1,2015,2015-03-31
Quebec,Q2 2015,13445.0,2230.0,2672.0,1516.0,1074.0,8260.0,,,Q2,2015,2015-06-30
Quebec,Q3 2015,13740.0,2524.0,3662.0,2475.0,1337.0,2115.0,,,Q3,2015,2015-09-30
Quebec,Q4 2015,12626.0,2463.0,2257.0,863.0,1069.0,-5260.0,,,Q4,2015,2015-12-31
Quebec,Q1 2016,13876.0,2172.0,1989.0,877.0,1060.0,837.0,,,Q1,2016,2016-03-31
Quebec,Q2 2016,15166.0,1573.0,2182.0,1629.0,1020.0,8356.0,,,Q2,2016,2016-06-30
Quebec,Q3 2016,14704.0,2825.0,6640.0,3815.0,,6177.0,,,Q3,2016,2016-09-30
Quebec,Q4 2016,9496.0,2386.0,4052.0,1666.0,,-2530.0,,,Q4,2016,2016-12-31
Quebec,Q1 2017,12873.0,2053.0,3656.0,1603.0,,3286.0,,,Q1,2017,2017-03-31
Quebec,Q2 2017,16085.0,1651.0,4182.0,2531.0,,12007.0,,,Q2,2017,2017-06-30
Quebec,Q3 2017,13854.0,1492.0,4748.0,3256.0,,17203.0,,,Q3,2017,2017-09-30
Quebec,Q4 2017,9569.0,1439.0,2831.0,1392.0,,3436.0,,,Q4,2017,2017-12-31
Quebec,Q1 2018,11035.0,1614.0,2984.0,1370.0,,8295.0,,,Q1,2018,2018-03-31
Quebec,Q2 2018,13450.0,1108.0,3326.0,2218.0,,19239.0,,,Q2,2018,2018-06-30
Quebec,Q3 2018,15348.0,1146.0,4664.0,3518.0,,14429.0,,,Q3,2018,2018-09-30
Quebec,Q4 2018,11291.0,1529.0,3062.0,1533.0,,1610.0,,,Q4,2018,2018-12-31
Quebec,Q1 2019,8047.0,1437.0,2774.0,1337.0,,11124.0,,,Q1,2019,2019-03-31
Quebec,Q2 2019,10176.0,800.0,2971.0,2171.0,,23709.0,,,Q2,2019,2019-06-30
Quebec,Q3 2019,11529.0,954.0,4306.0,3352.0,,23839.0,,,Q3,2019,2019-09-30
Quebec,Q4 2019,10814.0,892.0,2243.0,1351.0,,4959.0,,,Q4,2019,2019-12-31
Quebec,Q1 2020,7975.0,894.0,2358.0,1464.0,,7256.0,,,Q1,2020,2020-03-31
Quebec,Q2 2020,2983.0,427.0,1204.0,777.0,,1212.0,,,Q2,2020,2020-06-30
Quebec,Q3 2020,7218.0,-236.0,2963.0,3199.0,,-9529.0,,,Q3,2020,2020-09-30
Quebec,Q4 2020,7057.0,705.0,2250.0,1545.0,,-4984.0,,,Q4,2020,2020-12-31
Quebec,Q1 2021,10152.0,1041.0,2084.0,1043.0,,-2700.0,,,Q1,2021,2021-03-31
Quebec,Q2 2021,9244.0,1194.0,2600.0,1406.0,,3566.0,,,Q2,2021,2021-06-30
Quebec,Q3 2021,14857.0,923.0,4118.0,3195.0,,14464.0,37304.0,22840.0,Q3,2021,2021-09-30
Quebec,Q4 2021,16022.0,1274.0,3060.0,1786.0,,-6848.0,22801.0,29649.0,Q4,2021,2021-12-31
Quebec,Q1 2022,13632.0,1501.0,2828.0,1327.0,,4709.0,26648.0,21939.0,Q1,2022,2022-03-31
Quebec,Q2 2022,18294.0,1364.0,3681.0,2317.0,,24608.0,42936.0,18328.0,Q2,2022,2022-06-30
Quebec,Q3 2022,20607.0,2359.0,5004.0,2645.0,,31079.0,57776.0,26697.0,Q3,2022,2022-09-30
Quebec,Q4 2022,16188.0,1721.0,3073.0,1352.0,,13930.0,42320.0,28390.0,Q4,2022,2022-12-31
Quebec,Q1 2023,16063.0,1894.0,3046.0,1152.0,,18549.0,41428.0,22879.0,Q1,2023,2023-03-31
Quebec,Q2 2023,11617.0,1620.0,3564.0,1944.0,,40813.0,53819.0,13006.0,Q2,2023,2023-06-30
Quebec,Q3 2023,16516.0,2749.0,5663.0,2914.0,,46936.0,72553.0,25617.0,Q3,2023,2023-09-30
Quebec,Q4 2023,8612.0,1730.0,3098.0,1368.0,,23428.0,49580.0,26152.0,Q4,2023,2023-12-31
Quebec,Q1 2024,13371.0,2017.0,3243.0,1226.0,,29061.0,51672.0,22611.0,Q1,2024,2024-03-31
Quebec,Q2 2024,16956.0,1476.0,3359.0,1883.0,,34979.0,54555.0,19576.0,Q2,2024,2024-06-30
Quebec,Q3 2024,16617.0,2833.0,5836.0,3003.0,,27469.0,57172.0,29703.0,Q3,2024,2024-09-30
Quebec,Q4 2024,12496.0,1782.0,3192.0,1410.0,,-3299.0,30734.0,34033.0,Q4,2024,2024-12-31
Quebec,Q1 2025,9590.0,2077.0,3340.0,1263.0,,-4664.0,26940.0,31604.0,Q1,2025,2025-03-31
Quebec,Q2 2025,18926.0,1520.0,3460.0,1940.0,,1524.0,39120.0,37596.0,Q2,2025,2025-06-30
Saskatchewan,Q1 2010,1545.0,80.0,137.0,105.0,48.0,58.0,,,Q1,2010,2010-03-31
Saskatchewan,Q2 2010,2184.0,-1.0,138.0,190.0,51.0,186.0,,,Q2,2010,2010-06-30
Saskatchewan,Q3 2010,2283.0,24.0,227.0,263.0,60.0,364.0,,,Q3,2010,2010-09-30
Saskatchewan,Q4 2010,1603.0,88.0,158.0,119.0,49.0,-392.0,,,Q4,2010,2010-12-31
Saskatchewan,Q1 2011,1418.0,108.0,174.0,115.0,49.0,185.0,,,Q1,2011,2011-03-31
Saskatchewan,Q2 2011,2249.0,21.0,184.0,213.0,50.0,146.0,,,Q2,2011,2011-06-30
Saskatchewan,Q3 2011,2717.0,222.0,352.0,273.0,143.0,279.0,,,Q3,2011,2011-09-30
Saskatchewan,Q4 2011,2572.0,155.0,155.0,117.0,117.0,716.0,,,Q4,2011,2011-12-31
Saskatchewan,Q1 2012,2817.0,249.0,252.0,116.0,113.0,455.0,,,Q1,2012,2012-03-31
Saskatchewan,Q2 2012,3340.0,140.0,242.0,215.0,113.0,454.0,,,Q2,2012,2012-06-30
Saskatchewan,Q3 2012,2667.0,151.0,198.0,187.0,140.0,932.0,,,Q3,2012,2012-09-30
Saskatchewan,Q4 2012,2351.0,206.0,163.0,70.0,113.0,175.0,,,Q4,2012,2012-12-31
