province,reference_period,immigrants,net_emigration,emigrants,returning_emigrants,net_temp_emigration,net_npr,npr_inflows,npr_outflows,quarter,year,quarter_date
Newfoundland and Labrador,Q2 2012,227.0,37.0,50.0,45.0,32.0,390.0,,,Q2,2012,2012-06-30
Newfoundland and Labrador,Q3 2012,165.0,122.0,153.0,72.0,41.0,420.0,,,Q3,2012,2012-09-30
Newfoundland and Labrador,Q4 2012,184.0,91.0,85.0,27.0,33.0,-42.0,,,Q4,2012,2012-12-31
Newfoundland and Labrador,Q1 2013,76.0,96.0,88.0,26.0,34.0,121.0,,,Q1,2013,2013-03-31
Newfoundland and Labrador,Q2 2013,253.0,72.0,90.0,52.0,34.0,-43.0,,,Q2,2013,2013-06-30
Newfoundland and Labrador,Q3 2013,235.0,56.0,78.0,61.0,39.0,847.0,,,Q3,2013,2013-09-30
Newfoundland and Labrador,Q4 2013,269.0,62.0,49.0,21.0,34.0,-195.0,,,Q4,2013,2013-12-31
Newfoundland and Labrador,Q1 2014,181.0,57.0,45.0,21.0,33.0,-417.0,,,Q1,2014,2014-03-31
Newfoundland and Labrador,Q2 2014,340.0,51.0,55.0,38.0,34.0,181.0,,,Q2,2014,2014-06-30
Newfoundland and Labrador,Q3 2014,197.0,86.0,101.0,56.0,41.0,424.0,,,Q3,2014,2014-09-30
Newfoundland and Labrador,Q4 2014,181.0,64.0,53.0,22.0,33.0,-54.0,,,Q4,2014,2014-12-31
Newfoundland and Labrador,Q1 2015,197.0,57.0,43.0,20.0,34.0,-218.0,,,Q1,2015,2015-03-31
Newfoundland and Labrador,Q2 2015,272.0,54.0,61.0,41.0,34.0,488.0,,,Q2,2015,2015-06-30
Newfoundland and Labrador,Q3 2015,288.0,108.0,109.0,42.0,41.0,279.0,,,Q3,2015,2015-09-30
Newfoundland and Labrador,Q4 2015,362.0,73.0,54.0,14.0,33.0,-26.0,,,Q4,2015,2015-12-31
Newfoundland and Labrador,Q1 2016,419.0,77.0,58.0,15.0,34.0,-31.0,,,Q1,2016,2016-03-31
Newfoundland and Labrador,Q2 2016,358.0,77.0,72.0,27.0,32.0,278.0,,,Q2,2016,2016-06-30
Newfoundland and Labrador,Q3 2016,262.0,143.0,260.0,117.0,,732.0,,,Q3,2016,2016-09-30
Newfoundland and Labrador,Q4 2016,161.0,64.0,105.0,41.0,,-289.0,,,Q4,2016,2016-12-31
Newfoundland and Labrador,Q1 2017,261.0,48.0,87.0,39.0,,-145.0,,,Q1,2017,2017-03-31
Newfoundland and Labrador,Q2 2017,343.0,56.0,125.0,69.0,,27.0,,,Q2,2017,2017-06-30
Newfoundland and Labrador,Q3 2017,366.0,23.0,103.0,80.0,,579.0,,,Q3,2017,2017-09-30
Newfoundland and Labrador,Q4 2017,213.0,27.0,59.0,32.0,,-323.0,,,Q4,2017,2017-12-31
Newfoundland and Labrador,Q1 2018,296.0,33.0,64.0,31.0,,-155.0,,,Q1,2018,2018-03-31
Newfoundland and Labrador,Q2 2018,406.0,19.0,72.0,53.0,,-43.0,,,Q2,2018,2018-06-30
Newfoundland and Labrador,Q3 2018,482.0,34.0,115.0,81.0,,376.0,,,Q3,2018,2018-09-30
Newfoundland and Labrador,Q4 2018,343.0,44.0,81.0,37.0,,-116.0,,,Q4,2018,2018-12-31
Newfoundland and Labrador,Q1 2019,276.0,57.0,91.0,34.0,,75.0,,,Q1,2019,2019-03-31
Newfoundland and Labrador,Q2 2019,548.0,21.0,70.0,49.0,,18.0,,,Q2,2019,2019-06-30
Newfoundland and Labrador,Q3 2019,557.0,22.0,95.0,73.0,,660.0,,,Q3,2019,2019-09-30
Newfoundland and Labrador,Q4 2019,476.0,47.0,82.0,35.0,,-165.0,,,Q4,2019,2019-12-31
Newfoundland and Labrador,Q1 2020,361.0,34.0,70.0,36.0,,-146.0,,,Q1,2020,2020-03-31
Newfoundland and Labrador,Q2 2020,171.0,7.0,23.0,16.0,,-176.0,,,Q2,2020,2020-06-30
Newfoundland and Labrador,Q3 2020,135.0,9.0,89.0,80.0,,-631.0,,,Q3,2020,2020-09-30
Newfoundland and Labrador,Q4 2020,231.0,31.0,70.0,39.0,,-192.0,,,Q4,2020,2020-12-31
Newfoundland and Labrador,Q1 2021,259.0,56.0,88.0,32.0,,124.0,,,Q1,2021,2021-03-31
Newfoundland and Labrador,Q2 2021,259.0,51.0,89.0,38.0,,240.0,,,Q2,2021,2021-06-30
Newfoundland and Labrador,Q3 2021,579.0,31.0,99.0,68.0,,1042.0,1900.0,858.0,Q3,2021,2021-09-30
Newfoundland and Labrador,Q4 2021,952.0,37.0,78.0,41.0,,-81.0,793.0,874.0,Q4,2021,2021-12-31
Newfoundland and Labrador,Q1 2022,624.0,54.0,92.0,38.0,,-34.0,656.0,690.0,Q1,2022,2022-03-31
Newfoundland and Labrador,Q2 2022,686.0,53.0,106.0,53.0,,1303.0,1724.0,421.0,Q2,2022,2022-06-30
Newfoundland and Labrador,Q3 2022,1101.0,43.0,88.0,45.0,,1360.0,2437.0,1077.0,Q3,2022,2022-09-30
Newfoundland and Labrador,Q4 2022,1084.0,28.0,51.0,23.0,,1290.0,1890.0,600.0,Q4,2022,2022-12-31
Newfoundland and Labrador,Q1 2023,2045.0,33.0,54.0,21.0,,202.0,1541.0,1339.0,Q1,2023,2023-03-31
Newfoundland and Labrador,Q2 2023,1107.0,41.0,77.0,36.0,,1394.0,1897.0,503.0,Q2,2023,2023-06-30
Newfoundland and Labrador,Q3 2023,1055.0,51.0,101.0,50.0,,1714.0,2732.0,1018.0,Q3,2023,2023-09-30
Newfoundland and Labrador,Q4 2023,1279.0,23.0,43.0,20.0,,836.0,1619.0,783.0,Q4,2023,2023-12-31
Newfoundland and Labrador,Q1 2024,1387.0,30.0,48.0,18.0,,951.0,1844.0,893.0,Q1,2024,2024-03-31
Newfoundland and Labrador,Q2 2024,1612.0,34.0,67.0,33.0,,1200.0,2213.0,1013.0,Q2,2024,2024-06-30
Newfoundland and Labrador,Q3 2024,1621.0,53.0,105.0,52.0,,921.0,2224.0,1303.0,Q3,2024,2024-09-30
Newfoundland and Labrador,Q4 2024,1135.0,23.0,43.0,20.0,,140.0,1394.0,1254.0,Q4,2024,2024-12-31
Newfoundland and Labrador,Q1 2025,1563.0,30.0,48.0,18.0,,-221.0,1174.0,1395.0,Q1,2025,2025-03-31
Newfoundland and Labrador,Q2 2025,1154.0,35.0,70.0,35.0,,-266.0,1181.0,1447.0,Q2,2025,2025-06-30
Northwest Territories 16,Q1 2010,36.0,6.0,0.0,0.0,6.0,1.0,,,Q1,2010,2010-03-31
Northwest Territories 16,Q2 2010,41.0,6.0,0.0,0.0,6.0,-6.0,,,Q2,2010,2010-06-30
Northwest Territories 16,Q3 2010,32.0,21.0,15.0,0.0,6.0,22.0,,,Q3,2010,2010-09-30
Northwest Territories 16,Q4 2010,28.0,15.0,9.0,0.0,6.0,-19.0,,,Q4,2010,2010-12-31
Northwest Territories 16,Q1 2011,12.0,15.0,9.0,0.0,6.0,14.0,,,Q1,2011,2011-03-31
Northwest Territories 16,Q2 2011,18.0,15.0,9.0,0.0,6.0,-37.0,,,Q2,2011,2011-06-30
Northwest Territories 16,Q3 2011,19.0,16.0,7.0,0.0,9.0,8.0,,,Q3,2011,2011-09-30
Northwest Territories 16,Q4 2011,36.0,16.0,8.0,0.0,8.0,4.0,,,Q4,2011,2011-12-31
Northwest Territories 16,Q1 2012,41.0,14.0,7.0,0.0,7.0,7.0,,,Q1,2012,2012-03-31
Northwest Territories 16,Q2 2012,45.0,11.0,4.0,0.0,7.0,-3.0,,,Q2,2012,2012-06-30
Northwest Territories 16,Q3 2012,41.0,17.0,13.0,5.0,9.0,0.0,,,Q3,2012,2012-09-30
Northwest Territories 16,Q4 2012,38.0,10.0,5.0,3.0,8.0,1.0,,,Q4,2012,2012-12-31
Northwest Territories 16,Q1 2013,23.0,10.0,6.0,3.0,7.0,31.0,,,Q1,2013,2013-03-31
Northwest Territories 16,Q2 2013,50.0,9.0,6.0,4.0,7.0,33.0,,,Q2,2013,2013-06-30
Northwest Territories 16,Q3 2013,24.0,7.0,3.0,5.0,9.0,18.0,,,Q3,2013,2013-09-30
Northwest Territories 16,Q4 2013,53.0,10.0,3.0,1.0,8.0,-11.0,,,Q4,2013,2013-12-31
Northwest Territories 16,Q1 2014,38.0,9.0,3.0,1.0,7.0,-2.0,,,Q1,2014,2014-03-31
Northwest Territories 16,Q2 2014,48.0,8.0,3.0,3.0,8.0,-24.0,,,Q2,2014,2014-06-30
Northwest Territories 16,Q3 2014,42.0,12.0,2.0,0.0,10.0,-9.0,,,Q3,2014,2014-09-30
Northwest Territories 16,Q4 2014,39.0,8.0,0.0,0.0,8.0,-25.0,,,Q4,2014,2014-12-31
Northwest Territories 16,Q1 2015,29.0,8.0,1.0,0.0,7.0,-2.0,,,Q1,2015,2015-03-31
Northwest Territories 16,Q2 2015,69.0,8.0,0.0,0.0,8.0,32.0,,,Q2,2015,2015-06-30
Northwest Territories 16,Q3 2015,68.0,13.0,3.0,0.0,10.0,2.0,,,Q3,2015,2015-09-30
Northwest Territories 16,Q4 2015,45.0,11.0,3.0,0.0,8.0,-5.0,,,Q4,2015,2015-12-31
Northwest Territories 16,Q1 2016,50.0,9.0,2.0,0.0,7.0,-20.0,,,Q1,2016,2016-03-31
Northwest Territories 16,Q2 2016,57.0,11.0,4.0,0.0,7.0,22.0,,,Q2,2016,2016-06-30
Northwest Territories 16,Q3 2016,35.0,9.0,20.0,11.0,,40.0,,,Q3,2016,2016-09-30
Northwest Territories 16,Q4 2016,41.0,11.0,17.0,6.0,,13.0,,,Q4,2016,2016-12-31
Northwest Territories 16,Q1 2017,83.0,5.0,10.0,5.0,,-5.0,,,Q1,2017,2017-03-31
Northwest Territories 16,Q2 2017,66.0,4.0,10.0,6.0,,31.0,,,Q2,2017,2017-06-30
Northwest Territories 16,Q3 2017,39.0,7.0,21.0,14.0,,26.0,,,Q3,2017,2017-09-30
Northwest Territories 16,Q4 2017,50.0,2.0,8.0,6.0,,-24.0,,,Q4,2017,2017-12-31
Northwest Territories 16,Q1 2018,103.0,3.0,10.0,7.0,,-31.0,,,Q1,2018,2018-03-31
Northwest Territories 16,Q2 2018,63.0,0.0,8.0,8.0,,-58.0,,,Q2,2018,2018-06-30
Northwest Territories 16,Q3 2018,56.0,-5.0,2.0,7.0,,-16.0,,,Q3,2018,2018-09-30
Northwest Territories 16,Q4 2018,57.0,-3.0,0.0,3.0,,0.0,,,Q4,2018,2018-12-31
Northwest Territories 16,Q1 2019,55.0,-2.0,2.0,4.0,,11.0,,,Q1,2019,2019-03-31
Northwest Territories 16,Q2 2019,59.0,-4.0,0.0,4.0,,-4.0,,,Q2,2019,2019-06-30
Northwest Territories 16,Q3 2019,47.0,2.0,14.0,12.0,,16.0,,,Q3,2019,2019-09-30
Northwest Territories 16,Q4 2019,36.0,2.0,8.0,6.0,,18.0,,,Q4,2019,2019-12-31
Northwest Territories 16,Q1 2020,48.0,2.0,8.0,6.0,,9.0,,,Q1,2020,2020-03-31
Northwest Territories 16,Q2 2020,30.0,0.0,2.0,2.0,,-51.0,,,Q2,2020,2020-06-30
Northwest Territories 16,Q3 2020,21.0,-9.0,6.0,15.0,,-30.0,,,Q3,2020,2020-09-30
Northwest Territories 16,Q4 2020,25.0,-3.0,4.0,7.0,,13.0,,,Q4,2020,2020-12-31
Northwest Territories 16,Q1 2021,33.0,-2.0,2.0,4.0,,23.0,,,Q1,2021,2021-03-31
Northwest Territories 16,Q2 2021,65.0,-2.0,4.0,6.0,,2.0,,,Q2,2021,2021-06-30
Northwest Territories 16,Q3 2021,91.0,10.0,13.0,3.0,,-66.0,26.0,92.0,Q3,2021,2021-09-30
Northwest Territories 16,Q4 2021,108.0,6.0,8.0,2.0,,-26.0,33.0,59.0,Q4,2021,2021-12-31
Northwest Territories 16,Q1 2022,78.0,7.0,8.0,1.0,,-7.0,40.0,47.0,Q1,2022,2022-03-31
Northwest Territories 16,Q2 2022,69.0,7.0,10.0,3.0,,25.0,56.0,31.0,Q2,2022,2022-06-30
Northwest Territories 16,Q3 2022,62.0,19.0,23.0,4.0,,21.0,55.0,34.0,Q3,2022,2022-09-30
Northwest Territories 16,Q4 2022,24.0,17.0,19.0,2.0,,70.0,75.0,5.0,Q4,2022,2022-12-31
Northwest Territories 16,Q1 2023,124.0,14.0,15.0,1.0,,-7.0,57.0,64.0,Q1,2023,2023-03-31
Northwest Territories 16,Q2 2023,72.0,11.0,14.0,3.0,,85.0,99.0,14.0,Q2,2023,2023-06-30
Northwest Territories 16,Q3 2023,69.0,21.0,25.0,4.0,,85.0,108.0,23.0,Q3,2023,2023-09-30
Northwest Territories 16,Q4 2023,64.0,22.0,25.0,3.0,,109.0,128.0,19.0,Q4,2023,2023-12-31
Northwest Territories 16,Q1 2024,116.0,15.0,19.0,4.0,,101.0,138.0,37.0,Q1,2024,2024-03-31
Northwest Territories 16,Q2 2024,117.0,11.0,14.0,3.0,,49.0,102.0,53.0,Q2,2024,2024-06-30
Northwest Territories 16,Q3 2024,106.0,22.0,26.0,4.0,,73.0,106.0,33.0,Q3,2024,2024-09-30
Northwest Territories 16,Q4 2024,82.0,23.0,27.0,4.0,,84.0,100.0,16.0,Q4,2024,2024-12-31
Northwest Territories 16,Q1 2025,122.0,16.0,19.0,3.0,,17.0,87.0,70.0,Q1,2025,2025-03-31
Northwest Territories 16,Q2 2025,146.0,11.0,14.0,3.0,,-50.0,74.0,124.0,Q2,2025,2025-06-30
Northwest Territories including Nunavut 15,Q1 2010,,,,,,,,,Q1,2010,2010-03-31
Northwest Territories including Nunavut 15,Q2 2010,,,,,,,,,Q2,2010,2010-06-30
Northwest Territories including Nunavut 15,Q3 2010,,,,,,,,,Q3,2010,2010-09-30
Northwest Territories including Nunavut 15,Q4 2010,,,,,,,,,Q4,2010,2010-12-31
Northwest Territories including Nunavut 15,Q1 2011,,,,,,,,,Q1,2011,2011-03-31
Northwest Territories including Nunavut 15,Q2 2011,,,,,,,,,Q2,2011,2011-06-30
Northwest Territories including Nunavut 15,Q3 2011,,,,,,,,,Q3,2011,2011-09-30
Northwest Territories including Nunavut 15,Q4 2011,,,,,,,,,Q4,2011,2011-12-31
Northwest Territories including Nunavut 15,Q1 2012,,,,,,,,,Q1,2012,2012-03-31
Northwest Territories including Nunavut 15,Q2 2012,,,,,,,,,Q2,2012,2012-06-30
Northwest Territories including Nunavut 15,Q3 2012,,,,,,,,,Q3,2012,2012-09-30
Northwest Territories including Nunavut 15,Q4 2012,,,,,,,,,Q4,2012,2012-12-31
Northwest Territories including Nunavut 15,Q1 2013,,,,,,,,,Q1,2013,2013-03-31
Northwest Territories including Nunavut 15,Q2 2013,,,,,,,,,Q2,2013,2013-06-30
Northwest Territories including Nunavut 15,Q3 2013,,,,,,,,,Q3,2013,2013-09-30
Northwest Territories including Nunavut 15,Q4 2013,,,,,,,,,Q4,2013,2013-12-31
Northwest Territories including Nunavut 15,Q1 2014,,,,,,,,,Q1,2014,2014-03-31
Northwest Territories including Nunavut 15,Q2 2014,,,,,,,,,Q2,2014,2014-06-30
Northwest Territories including Nunavut 15,Q3 2014,,,,,,,,,Q3,2014,2014-09-30
Northwest Territories including Nunavut 15,Q4 2014,,,,,,,,,Q4,2014,2014-12-31
Northwest Territories including Nunavut 15,Q1 2015,,,,,,,,,Q1,2015,2015-03-31
Northwest Territories including Nunavut 15,Q2 2015,,,,,,,,,Q2,2015,2015-06-30
Northwest Territories including Nunavut 15,Q3 2015,,,,,,,,,Q3,2015,2015-09-30
Northwest Territories including Nunavut 15,Q4 2015,,,,,,,,,Q4,2015,2015-12-31
Northwest Territories including Nunavut 15,Q1 2016,,,,,,,,,Q1,2016,2016-03-31
Northwest Territories including Nunavut 15,Q2 2016,,,,,,,,,Q2,2016,2016-06-30
Northwest Territories including Nunavut 15,Q3 2016,,,,,,,,,Q3,2016,2016-09-30
Northwest Territories including Nunavut 15,Q4 2016,,,,,,,,,Q4,2016,2016-12-31
Northwest Territories including Nunavut 15,Q1 2017,,,,,,,,,Q1,2017,2017-03-31
Northwest Territories including Nunavut 15,Q2 2017,,,,,,,,,Q2,2017,2017-06-30
Northwest Territories including Nunavut 15,Q3 2017,,,,,,,,,Q3,2017,2017-09-30
Northwest Territories including Nunavut 15,Q4 2017,,,,,,,,,Q4,2017,2017-12-31
Northwest Territories including Nunavut 15,Q1 2018,,,,,,,,,Q1,2018,2018-03-31
Northwest Territories including Nunavut 15,Q2 2018,,,,,,,,,Q2,2018,2018-06-30
Northwest Territories including Nunavut 15,Q3 2018,,,,,,,,,Q3,2018,2018-09-30
Northwest Territories including Nunavut 15,Q4 2018,,,,,,,,,Q4,2018,2018-12-31
Northwest Territories including Nunavut 15,Q1 2019,,,,,,,,,Q1,2019,2019-03-31
Northwest Territories including Nunavut 15,Q2 2019,,,,,,,,,Q2,2019,2019-06-30
Northwest Territories including Nunavut 15,Q3 2019,,,,,,,,,Q3,2019,2019-09-30
Northwest Territories including Nunavut 15,Q4 2019,,,,,,,,,Q4,2019,2019-12-31
Northwest Territories including Nunavut 15,Q1 2020,,,,,,,,,Q1,2020,2020-03-31
Northwest Territories including Nunavut 15,Q2 2020,,,,,,,,,Q2,2020,2020-06-30
Northwest Territories including Nunavut 15,Q3 2020,,,,,,,,,Q3,2020,2020-09-30
Northwest Territories including Nunavut 15,Q4 2020,,,,,,,,,Q4,2020,2020-12-31
Northwest Territories including Nunavut 15,Q1 2021,,,,,,,,,Q1,2021,2021-03-31
Northwest Territories including Nunavut 15,Q2 2021,,,,,,,,,Q2,2021,2021-06-30
Northwest Territories including Nunavut 15,Q3 2021,,,,,,,,,Q3,2021,2021-09-30
Northwest Territories including Nunavut 15,Q4 2021,,,,,,,,,Q4,2021,2021-12-31
Northwest Territories including Nunavut 15,Q1 2022,,,,,,,,,Q1,2022,2022-03-31
Northwest Territories including Nunavut 15,Q2 2022,,,,,,,,,Q2,2022,2022-06-30
Northwest Territories including Nunavut 15,Q3 2022,,,,,,,,,Q3,2022,2022-09-30
Northwest Territories including Nunavut 15,Q4 2022,,,,,,,,,Q4,2022,2022-12-31
Northwest Territories including Nunavut 15,Q1 2023,,,,,,,,,Q1,2023,2023-03-31
Northwest Territories including Nunavut 15,Q2 2023,,,,,,,,,Q2,2023,2023-06-30
Northwest Territories including Nunavut 15,Q3 2023,,,,,,,,,Q3,2023,2023-09-30
Northwest Territories including Nunavut 15,Q4 2023,,,,,,,,,Q4,2023,2023-12-31
Northwest Territories including Nunavut 15,Q1 2024,,,,,,,,,Q1,2024,2024-03-31
Northwest Territories including Nunavut 15,Q2 2024,,,,,,,,,Q2,2024,2024-06-30
Northwest Territories including Nunavut 15,Q3 2024,,,,,,,,,Q3,2024,2024-09-30
Northwest Territories including Nunavut 15,Q4 2024,,,,,,,,,Q4,2024,2024-12-31
Northwest Territories including Nunavut 15,Q1 2025,,,,,,,,,Q1,2025,2025-03-31
Northwest Territories including Nunavut 15,Q2 2025,,,,,,,,,Q2,2025,2025-06-30
Nova Scotia,Q1 2010,458.0,118.0,168.0,103.0,53.0,320.0,,,Q1,2010,2010-03-31
Nova Scotia,Q2 2010,695.0,20.0,151.0,188.0,57.0,313.0,,,Q2,2010,2010-06-30
Nova Scotia,Q3 2010,766.0,223.0,387.0,230.0,66.0,1329.0,,,Q3,2010,2010-09-30
Nova Scotia,Q4 2010,478.0,190.0,240.0,104.0,54.0,-244.0,,,Q4,2010,2010-12-31
Nova Scotia,Q1 2011,470.0,170.0,216.0,100.0,54.0,194.0,,,Q1,2011,2011-03-31
Nova Scotia,Q2 2011,572.0,144.0,275.0,187.0,56.0,30.0,,,Q2,2011,2011-06-30
Nova Scotia,Q3 2011,597.0,371.0,535.0,237.0,73.0,735.0,,,Q3,2011,2011-09-30
Nova Scotia,Q4 2011,497.0,183.0,225.0,102.0,60.0,214.0,,,Q4,2011,2011-12-31
Nova Scotia,Q1 2012,551.0,187.0,228.0,100.0,59.0,320.0,,,Q1,2012,2012-03-31
Nova Scotia,Q2 2012,707.0,149.0,277.0,187.0,59.0,108.0,,,Q2,2012,2012-06-30
Nova Scotia,Q3 2012,529.0,209.0,375.0,239.0,73.0,555.0,,,Q3,2012,2012-09-30
Nova Scotia,Q4 2012,549.0,210.0,242.0,90.0,58.0,-60.0,,,Q4,2012,2012-12-31
Nova Scotia,Q1 2013,411.0,174.0,205.0,90.0,59.0,75.0,,,Q1,2013,2013-03-31
Nova Scotia,Q2 2013,752.0,122.0,232.0,170.0,60.0,-266.0,,,Q2,2013,2013-06-30
Nova Scotia,Q3 2013,693.0,174.0,380.0,276.0,70.0,556.0,,,Q3,2013,2013-09-30
Nova Scotia,Q4 2013,671.0,163.0,199.0,96.0,60.0,-301.0,,,Q4,2013,2013-12-31
Nova Scotia,Q1 2014,632.0,160.0,193.0,94.0,61.0,84.0,,,Q1,2014,2014-03-31
Nova Scotia,Q2 2014,783.0,146.0,257.0,171.0,60.0,-224.0,,,Q2,2014,2014-06-30
Nova Scotia,Q3 2014,691.0,255.0,393.0,210.0,72.0,544.0,,,Q3,2014,2014-09-30
Nova Scotia,Q4 2014,564.0,158.0,182.0,81.0,57.0,-227.0,,,Q4,2014,2014-12-31
Nova Scotia,Q1 2015,601.0,157.0,171.0,73.0,59.0,-15.0,,,Q1,2015,2015-03-31
Nova Scotia,Q2 2015,831.0,151.0,243.0,152.0,60.0,1998.0,,,Q2,2015,2015-06-30
Nova Scotia,Q3 2015,1067.0,232.0,432.0,274.0,74.0,1041.0,,,Q3,2015,2015-09-30
Nova Scotia,Q4 2015,921.0,166.0,201.0,95.0,60.0,-428.0,,,Q4,2015,2015-12-31
Nova Scotia,Q1 2016,1872.0,170.0,208.0,97.0,59.0,433.0,,,Q1,2016,2016-03-31
Nova Scotia,Q2 2016,1622.0,108.0,233.0,181.0,56.0,540.0,,,Q2,2016,2016-06-30
Nova Scotia,Q3 2016,1127.0,279.0,749.0,470.0,,1711.0,,,Q3,2016,2016-09-30
Nova Scotia,Q4 2016,890.0,153.0,327.0,174.0,,-786.0,,,Q4,2016,2016-12-31
Nova Scotia,Q1 2017,1138.0,95.0,258.0,163.0,,41.0,,,Q1,2017,2017-03-31
Nova Scotia,Q2 2017,1211.0,51.0,334.0,283.0,,724.0,,,Q2,2017,2017-06-30
Nova Scotia,Q3 2017,1155.0,339.0,739.0,400.0,,1664.0,,,Q3,2017,2017-09-30
Nova Scotia,Q4 2017,1012.0,195.0,358.0,163.0,,-729.0,,,Q4,2017,2017-12-31
Nova Scotia,Q1 2018,1348.0,280.0,460.0,180.0,,-2.0,,,Q1,2018,2018-03-31
Nova Scotia,Q2 2018,1632.0,216.0,481.0,265.0,,1382.0,,,Q2,2018,2018-06-30
Nova Scotia,Q3 2018,1703.0,104.0,411.0,307.0,,2465.0,,,Q3,2018,2018-09-30
Nova Scotia,Q4 2018,1300.0,131.0,265.0,134.0,,-657.0,,,Q4,2018,2018-12-31
Nova Scotia,Q1 2019,1270.0,159.0,287.0,128.0,,586.0,,,Q1,2019,2019-03-31
Nova Scotia,Q2 2019,2125.0,57.0,243.0,186.0,,1574.0,,,Q2,2019,2019-06-30
Nova Scotia,Q3 2019,2483.0,10.0,424.0,414.0,,2007.0,,,Q3,2019,2019-09-30
Nova Scotia,Q4 2019,1717.0,109.0,290.0,181.0,,-834.0,,,Q4,2019,2019-12-31
Nova Scotia,Q1 2020,1188.0,43.0,218.0,175.0,,212.0,,,Q1,2020,2020-03-31
Nova Scotia,Q2 2020,861.0,8.0,98.0,90.0,,207.0,,,Q2,2020,2020-06-30
Nova Scotia,Q3 2020,741.0,-43.0,248.0,291.0,,-2396.0,,,Q3,2020,2020-09-30
Nova Scotia,Q4 2020,731.0,20.0,152.0,132.0,,-394.0,,,Q4,2020,2020-12-31
Nova Scotia,Q1 2021,995.0,84.0,179.0,95.0,,816.0,,,Q1,2021,2021-03-31
Nova Scotia,Q2 2021,1085.0,80.0,204.0,124.0,,967.0,,,Q2,2021,2021-06-30
Nova Scotia,Q3 2021,3090.0,49.0,378.0,329.0,,1535.0,5340.0,3805.0,Q3,2021,2021-09-30
Nova Scotia,Q4 2021,3998.0,87.0,257.0,170.0,,-2164.0,2371.0,4535.0,Q4,2021,2021-12-31
Nova Scotia,Q1 2022,3244.0,157.0,289.0,132.0,,-215.0,2160.0,2375.0,Q1,2022,2022-03-31
Nova Scotia,Q2 2022,3506.0,116.0,347.0,231.0,,2741.0,4710.0,1969.0,Q2,2022,2022-06-30
Nova Scotia,Q3 2022,3937.0,362.0,567.0,205.0,,4509.0,7558.0,3049.0,Q3,2022,2022-09-30
Nova Scotia,Q4 2022,1963.0,216.0,326.0,110.0,,2360.0,5124.0,2764.0,Q4,2022,2022-12-31
Nova Scotia,Q1 2023,3936.0,242.0,346.0,104.0,,1844.0,4321.0,2477.0,Q1,2023,2023-03-31
Nova Scotia,Q2 2023,2469.0,290.0,451.0,161.0,,5325.0,6649.0,1324.0,Q2,2023,2023-06-30
Nova Scotia,Q3 2023,2615.0,435.0,684.0,249.0,,6406.0,9504.0,3098.0,Q3,2023,2023-09-30
Nova Scotia,Q4 2023,2787.0,224.0,338.0,114.0,,1473.0,5091.0,3618.0,Q4,2023,2023-12-31
Nova Scotia,Q1 2024,4022.0,248.0,353.0,105.0,,1688.0,4774.0,3086.0,Q1,2024,2024-03-31
Nova Scotia,Q2 2024,4341.0,305.0,474.0,169.0,,1932.0,4978.0,3046.0,Q2,2024,2024-06-30
Nova Scotia,Q3 2024,3619.0,448.0,705.0,257.0,,2307.0,6227.0,3920.0,Q3,2024,2024-09-30
Nova Scotia,Q4 2024,2305.0,229.0,347.0,118.0,,-703.0,2944.0,3647.0,Q4,2024,2024-12-31
Nova Scotia,Q1 2025,2852.0,255.0,364.0,109.0,,-522.0,2749.0,3271.0,Q1,2025,2025-03-31
Nova Scotia,Q2 2025,2208.0,316.0,489.0,173.0,,-241.0,3738.0,3979.0,Q2,2025,2025-06-30
Nunavut 16,Q1 2010,5.0,5.0,1.0,0.0,4.0,1.0,,,Q1,2010,2010-03-31
Nunavut 16,Q2 2010,7.0,6.0,3.0,1.0,4.0,4.0,,,Q2,2010,2010-06-30
Nunavut 16,Q3 2010,6.0,9.0,3.0,0.0,6.0,13.0,,,Q3,2010,2010-09-30
Nunavut 16,Q4 2010,1.0,6.0,2.0,0.0,4.0,-1.0,,,Q4,2010,2010-12-31
Nunavut 16,Q1 2011,5.0,8.0,4.0,0.0,4.0,-1.0,,,Q1,2011,2011-03-31
Nunavut 16,Q2 2011,5.0,7.0,3.0,0.0,4.0,2.0,,,Q2,2011,2011-06-30
Nunavut 16,Q3 2011,6.0,10.0,2.0,0.0,8.0,1.0,,,Q3,2011,2011-09-30
Nunavut 16,Q4 2011,8.0,6.0,0.0,0.0,6.0,1.0,,,Q4,2011,2011-12-31
Nunavut 16,Q1 2012,10.0,8.0,1.0,0.0,7.0,-7.0,,,Q1,2012,2012-03-31
Nunavut 16,Q2 2012,2.0,6.0,0.0,0.0,6.0,5.0,,,Q2,2012,2012-06-30
Nunavut 16,Q3 2012,6.0,8.0,0.0,0.0,8.0,0.0,,,Q3,2012,2012-09-30
Nunavut 16,Q4 2012,2.0,6.0,0.0,0.0,6.0,3.0,,,Q4,2012,2012-12-31
Nunavut 16,Q1 2013,2.0,7.0,0.0,0.0,7.0,8.0,,,Q1,2013,2013-03-31
Nunavut 16,Q2 2013,2.0,6.0,0.0,0.0,6.0,4.0,,,Q2,2013,2013-06-30
Nunavut 16,Q3 2013,2.0,11.0,3.0,0.0,8.0,35.0,,,Q3,2013,2013-09-30
Nunavut 16,Q4 2013,5.0,7.0,1.0,0.0,6.0,-43.0,,,Q4,2013,2013-12-31
