province,reference_period,in_migrants,out_migrants,net_interprovincial_migration,quarter,year,quarter_date
Nunavut,Q4 2016,76.0,104.0,-28.0,Q4,2016,2016-12-31
Nunavut,Q1 2017,230.0,253.0,-23.0,Q1,2017,2017-03-31
Nunavut,Q2 2017,435.0,405.0,30.0,Q2,2017,2017-06-30
Nunavut,Q3 2017,144.0,223.0,-79.0,Q3,2017,2017-09-30
Nunavut,Q4 2017,27.0,222.0,-195.0,Q4,2017,2017-12-31
Nunavut,Q1 2018,231.0,274.0,-43.0,Q1,2018,2018-03-31
Nunavut,Q2 2018,722.0,553.0,169.0,Q2,2018,2018-06-30
Nunavut,Q3 2018,148.0,192.0,-44.0,Q3,2018,2018-09-30
Nunavut,Q4 2018,105.0,200.0,-95.0,Q4,2018,2018-12-31
Nunavut,Q1 2019,319.0,329.0,-10.0,Q1,2019,2019-03-31
Nunavut,Q2 2019,409.0,501.0,-92.0,Q2,2019,2019-06-30
Nunavut,Q3 2019,97.0,249.0,-152.0,Q3,2019,2019-09-30
Nunavut,Q4 2019,142.0,198.0,-56.0,Q4,2019,2019-12-31
Nunavut,Q1 2020,258.0,334.0,-76.0,Q1,2020,2020-03-31
Nunavut,Q2 2020,526.0,360.0,166.0,Q2,2020,2020-06-30
Nunavut,Q3 2020,84.0,200.0,-116.0,Q3,2020,2020-09-30
Nunavut,Q4 2020,51.0,80.0,-29.0,Q4,2020,2020-12-31
Nunavut,Q1 2021,212.0,252.0,-40.0,Q1,2021,2021-03-31
Nunavut,Q2 2021,421.0,405.0,16.0,Q2,2021,2021-06-30
Nunavut,Q3 2021,135.0,190.0,-55.0,Q3,2021,2021-09-30
Nunavut,Q4 2021,120.0,188.0,-68.0,Q4,2021,2021-12-31
Nunavut,Q1 2022,338.0,250.0,88.0,Q1,2022,2022-03-31
Nunavut,Q2 2022,323.0,468.0,-145.0,Q2,2022,2022-06-30
Nunavut,Q3 2022,91.0,201.0,-110.0,Q3,2022,2022-09-30
Nunavut,Q4 2022,93.0,138.0,-45.0,Q4,2022,2022-12-31
Nunavut,Q1 2023,272.0,464.0,-192.0,Q1,2023,2023-03-31
Nunavut,Q2 2023,328.0,367.0,-39.0,Q2,2023,2023-06-30
Nunavut,Q3 2023,178.0,227.0,-49.0,Q3,2023,2023-09-30
Nunavut,Q4 2023,40.0,172.0,-132.0,Q4,2023,2023-12-31
Nunavut,Q1 2024,295.0,392.0,-97.0,Q1,2024,2024-03-31
Nunavut,Q2 2024,539.0,424.0,115.0,Q2,2024,2024-06-30
Nunavut,Q3 2024,223.0,344.0,-121.0,Q3,2024,2024-09-30
Nunavut,Q4 2024,148.0,110.0,38.0,Q4,2024,2024-12-31
Nunavut,Q1 2025,401.0,437.0,-36.0,Q1,2025,2025-03-31
Nunavut,Q2 2025,518.0,635.0,-117.0,Q2,2025,2025-06-30
Ontario,Q1 2010,13444.0,14840.0,-1396.0,Q1,2010,2010-03-31
Ontario,Q2 2010,17523.0,18976.0,-1453.0,Q2,2010,2010-06-30
Ontario,Q3 2010,18920.0,18030.0,890.0,Q3,2010,2010-09-30
Ontario,Q4 2010,11178.0,13128.0,-1950.0,Q4,2010,2010-12-31
Ontario,Q1 2011,12362.0,13365.0,-1003.0,Q1,2011,2011-03-31
Ontario,Q2 2011,15857.0,17801.0,-1944.0,Q2,2011,2011-06-30
Ontario,Q3 2011,21751.0,22585.0,-834.0,Q3,2011,2011-09-30
Ontario,Q4 2011,11722.0,13683.0,-1961.0,Q4,2011,2011-12-31
Ontario,Q1 2012,13990.0,17332.0,-3342.0,Q1,2012,2012-03-31
Ontario,Q2 2012,18469.0,22943.0,-4474.0,Q2,2012,2012-06-30
Ontario,Q3 2012,18837.0,22529.0,-3692.0,Q3,2012,2012-09-30
Ontario,Q4 2012,10365.0,11995.0,-1630.0,Q4,2012,2012-12-31
Ontario,Q1 2013,11865.0,16436.0,-4571.0,Q1,2013,2013-03-31
Ontario,Q2 2013,20640.0,24648.0,-4008.0,Q2,2013,2013-06-30
Ontario,Q3 2013,19031.0,21093.0,-2062.0,Q3,2013,2013-09-30
Ontario,Q4 2013,12002.0,13348.0,-1346.0,Q4,2013,2013-12-31
Ontario,Q1 2014,12726.0,17067.0,-4341.0,Q1,2014,2014-03-31
Ontario,Q2 2014,20079.0,26894.0,-6815.0,Q2,2014,2014-06-30
Ontario,Q3 2014,19289.0,20588.0,-1299.0,Q3,2014,2014-09-30
Ontario,Q4 2014,11332.0,13518.0,-2186.0,Q4,2014,2014-12-31
Ontario,Q1 2015,15075.0,18350.0,-3275.0,Q1,2015,2015-03-31
Ontario,Q2 2015,24225.0,26160.0,-1935.0,Q2,2015,2015-06-30
Ontario,Q3 2015,23363.0,21452.0,1911.0,Q3,2015,2015-09-30
Ontario,Q4 2015,11738.0,10412.0,1326.0,Q4,2015,2015-12-31
Ontario,Q1 2016,16649.0,15038.0,1611.0,Q1,2016,2016-03-31
Ontario,Q2 2016,26128.0,21899.0,4229.0,Q2,2016,2016-06-30
Ontario,Q3 2016,25564.0,17913.0,7651.0,Q3,2016,2016-09-30
Ontario,Q4 2016,11650.0,9401.0,2249.0,Q4,2016,2016-12-31
Ontario,Q1 2017,16258.0,16025.0,233.0,Q1,2017,2017-03-31
Ontario,Q2 2017,24935.0,21686.0,3249.0,Q2,2017,2017-06-30
Ontario,Q3 2017,21264.0,16275.0,4989.0,Q3,2017,2017-09-30
Ontario,Q4 2017,13393.0,10906.0,2487.0,Q4,2017,2017-12-31
Ontario,Q1 2018,16582.0,14800.0,1782.0,Q1,2018,2018-03-31
Ontario,Q2 2018,25177.0,24491.0,686.0,Q2,2018,2018-06-30
Ontario,Q3 2018,21358.0,16251.0,5107.0,Q3,2018,2018-09-30
Ontario,Q4 2018,13797.0,11755.0,2042.0,Q4,2018,2018-12-31
Ontario,Q1 2019,14481.0,14396.0,85.0,Q1,2019,2019-03-31
Ontario,Q2 2019,24075.0,24680.0,-605.0,Q2,2019,2019-06-30
Ontario,Q3 2019,25690.0,21294.0,4396.0,Q3,2019,2019-09-30
Ontario,Q4 2019,14110.0,13287.0,823.0,Q4,2019,2019-12-31
Ontario,Q1 2020,18296.0,19908.0,-1612.0,Q1,2020,2020-03-31
Ontario,Q2 2020,23506.0,24319.0,-813.0,Q2,2020,2020-06-30
Ontario,Q3 2020,15148.0,15169.0,-21.0,Q3,2020,2020-09-30
Ontario,Q4 2020,10526.0,10912.0,-386.0,Q4,2020,2020-12-31
Ontario,Q1 2021,14781.0,21006.0,-6225.0,Q1,2021,2021-03-31
Ontario,Q2 2021,21820.0,33593.0,-11773.0,Q2,2021,2021-06-30
Ontario,Q3 2021,24222.0,27431.0,-3209.0,Q3,2021,2021-09-30
Ontario,Q4 2021,13770.0,18095.0,-4325.0,Q4,2021,2021-12-31
Ontario,Q1 2022,17049.0,25641.0,-8592.0,Q1,2022,2022-03-31
Ontario,Q2 2022,30838.0,45730.0,-14892.0,Q2,2022,2022-06-30
Ontario,Q3 2022,24623.0,30514.0,-5891.0,Q3,2022,2022-09-30
Ontario,Q4 2022,15256.0,19168.0,-3912.0,Q4,2022,2022-12-31
Ontario,Q1 2023,20016.0,29792.0,-9776.0,Q1,2023,2023-03-31
Ontario,Q2 2023,27059.0,37210.0,-10151.0,Q2,2023,2023-06-30
Ontario,Q3 2023,21748.0,31139.0,-9391.0,Q3,2023,2023-09-30
Ontario,Q4 2023,12893.0,18421.0,-5528.0,Q4,2023,2023-12-31
Ontario,Q1 2024,19126.0,31828.0,-12702.0,Q1,2024,2024-03-31
Ontario,Q2 2024,26428.0,41496.0,-15068.0,Q2,2024,2024-06-30
Ontario,Q3 2024,18651.0,22874.0,-4223.0,Q3,2024,2024-09-30
Ontario,Q4 2024,11314.0,13396.0,-2082.0,Q4,2024,2024-12-31
Ontario,Q1 2025,18515.0,23835.0,-5320.0,Q1,2025,2025-03-31
Ontario,Q2 2025,26181.0,32335.0,-6154.0,Q2,2025,2025-06-30
Prince Edward Island,Q1 2010,716.0,603.0,113.0,Q1,2010,2010-03-31
Prince Edward Island,Q2 2010,811.0,798.0,13.0,Q2,2010,2010-06-30
Prince Edward Island,Q3 2010,675.0,874.0,-199.0,Q3,2010,2010-09-30
Prince Edward Island,Q4 2010,434.0,494.0,-60.0,Q4,2010,2010-12-31
Prince Edward Island,Q1 2011,534.0,546.0,-12.0,Q1,2011,2011-03-31
Prince Edward Island,Q2 2011,851.0,790.0,61.0,Q2,2011,2011-06-30
Prince Edward Island,Q3 2011,904.0,1042.0,-138.0,Q3,2011,2011-09-30
Prince Edward Island,Q4 2011,468.0,693.0,-225.0,Q4,2011,2011-12-31
Prince Edward Island,Q1 2012,787.0,728.0,59.0,Q1,2012,2012-03-31
Prince Edward Island,Q2 2012,770.0,1084.0,-314.0,Q2,2012,2012-06-30
Prince Edward Island,Q3 2012,701.0,1009.0,-308.0,Q3,2012,2012-09-30
Prince Edward Island,Q4 2012,336.0,687.0,-351.0,Q4,2012,2012-12-31
Prince Edward Island,Q1 2013,675.0,764.0,-89.0,Q1,2013,2013-03-31
Prince Edward Island,Q2 2013,1013.0,1166.0,-153.0,Q2,2013,2013-06-30
Prince Edward Island,Q3 2013,695.0,975.0,-280.0,Q3,2013,2013-09-30
Prince Edward Island,Q4 2013,391.0,599.0,-208.0,Q4,2013,2013-12-31
Prince Edward Island,Q1 2014,478.0,718.0,-240.0,Q1,2014,2014-03-31
Prince Edward Island,Q2 2014,809.0,1022.0,-213.0,Q2,2014,2014-06-30
Prince Edward Island,Q3 2014,558.0,855.0,-297.0,Q3,2014,2014-09-30
Prince Edward Island,Q4 2014,357.0,506.0,-149.0,Q4,2014,2014-12-31
Prince Edward Island,Q1 2015,694.0,805.0,-111.0,Q1,2015,2015-03-31
Prince Edward Island,Q2 2015,1077.0,1202.0,-125.0,Q2,2015,2015-06-30
Prince Edward Island,Q3 2015,680.0,774.0,-94.0,Q3,2015,2015-09-30
Prince Edward Island,Q4 2015,492.0,500.0,-8.0,Q4,2015,2015-12-31
Prince Edward Island,Q1 2016,747.0,607.0,140.0,Q1,2016,2016-03-31
Prince Edward Island,Q2 2016,1145.0,1153.0,-8.0,Q2,2016,2016-06-30
Prince Edward Island,Q3 2016,734.0,927.0,-193.0,Q3,2016,2016-09-30
Prince Edward Island,Q4 2016,432.0,331.0,101.0,Q4,2016,2016-12-31
Prince Edward Island,Q1 2017,873.0,744.0,129.0,Q1,2017,2017-03-31
Prince Edward Island,Q2 2017,1432.0,1025.0,407.0,Q2,2017,2017-06-30
Prince Edward Island,Q3 2017,692.0,802.0,-110.0,Q3,2017,2017-09-30
Prince Edward Island,Q4 2017,506.0,625.0,-119.0,Q4,2017,2017-12-31
Prince Edward Island,Q1 2018,699.0,706.0,-7.0,Q1,2018,2018-03-31
Prince Edward Island,Q2 2018,1634.0,1221.0,413.0,Q2,2018,2018-06-30
Prince Edward Island,Q3 2018,974.0,878.0,96.0,Q3,2018,2018-09-30
Prince Edward Island,Q4 2018,532.0,511.0,21.0,Q4,2018,2018-12-31
Prince Edward Island,Q1 2019,790.0,665.0,125.0,Q1,2019,2019-03-31
Prince Edward Island,Q2 2019,1515.0,1095.0,420.0,Q2,2019,2019-06-30
Prince Edward Island,Q3 2019,857.0,1056.0,-199.0,Q3,2019,2019-09-30
Prince Edward Island,Q4 2019,1016.0,790.0,226.0,Q4,2019,2019-12-31
Prince Edward Island,Q1 2020,1295.0,680.0,615.0,Q1,2020,2020-03-31
Prince Edward Island,Q2 2020,1648.0,1140.0,508.0,Q2,2020,2020-06-30
Prince Edward Island,Q3 2020,592.0,664.0,-72.0,Q3,2020,2020-09-30
Prince Edward Island,Q4 2020,481.0,607.0,-126.0,Q4,2020,2020-12-31
Prince Edward Island,Q1 2021,1196.0,726.0,470.0,Q1,2021,2021-03-31
Prince Edward Island,Q2 2021,1949.0,1001.0,948.0,Q2,2021,2021-06-30
Prince Edward Island,Q3 2021,1314.0,994.0,320.0,Q3,2021,2021-09-30
Prince Edward Island,Q4 2021,939.0,705.0,234.0,Q4,2021,2021-12-31
Prince Edward Island,Q1 2022,1421.0,687.0,734.0,Q1,2022,2022-03-31
Prince Edward Island,Q2 2022,2031.0,1611.0,420.0,Q2,2022,2022-06-30
Prince Edward Island,Q3 2022,922.0,1078.0,-156.0,Q3,2022,2022-09-30
Prince Edward Island,Q4 2022,1220.0,804.0,416.0,Q4,2022,2022-12-31
Prince Edward Island,Q1 2023,1838.0,1120.0,718.0,Q1,2023,2023-03-31
Prince Edward Island,Q2 2023,1918.0,1425.0,493.0,Q2,2023,2023-06-30
Prince Edward Island,Q3 2023,1261.0,1127.0,134.0,Q3,2023,2023-09-30
Prince Edward Island,Q4 2023,747.0,788.0,-41.0,Q4,2023,2023-12-31
Prince Edward Island,Q1 2024,1368.0,1058.0,310.0,Q1,2024,2024-03-31
Prince Edward Island,Q2 2024,1932.0,1350.0,582.0,Q2,2024,2024-06-30
Prince Edward Island,Q3 2024,837.0,1049.0,-212.0,Q3,2024,2024-09-30
Prince Edward Island,Q4 2024,444.0,625.0,-181.0,Q4,2024,2024-12-31
Prince Edward Island,Q1 2025,1389.0,852.0,537.0,Q1,2025,2025-03-31
Prince Edward Island,Q2 2025,2237.0,1338.0,899.0,Q2,2025,2025-06-30
Quebec,Q1 2010,4129.0,5334.0,-1205.0,Q1,2010,2010-03-31
Quebec,Q2 2010,5897.0,7590.0,-1693.0,Q2,2010,2010-06-30
Quebec,Q3 2010,6823.0,7534.0,-711.0,Q3,2010,2010-09-30
Quebec,Q4 2010,3760.0,4499.0,-739.0,Q4,2010,2010-12-31
Quebec,Q1 2011,3843.0,4987.0,-1144.0,Q1,2011,2011-03-31
Quebec,Q2 2011,5458.0,7627.0,-2169.0,Q2,2011,2011-06-30
Quebec,Q3 2011,8000.0,8971.0,-971.0,Q3,2011,2011-09-30
Quebec,Q4 2011,4016.0,5472.0,-1456.0,Q4,2011,2011-12-31
Quebec,Q1 2012,3690.0,5928.0,-2238.0,Q1,2012,2012-03-31
Quebec,Q2 2012,6492.0,8742.0,-2250.0,Q2,2012,2012-06-30
Quebec,Q3 2012,6718.0,9230.0,-2512.0,Q3,2012,2012-09-30
Quebec,Q4 2012,2953.0,4928.0,-1975.0,Q4,2012,2012-12-31
Quebec,Q1 2013,3619.0,5173.0,-1554.0,Q1,2013,2013-03-31
Quebec,Q2 2013,6004.0,10394.0,-4390.0,Q2,2013,2013-06-30
Quebec,Q3 2013,5709.0,10445.0,-4736.0,Q3,2013,2013-09-30
Quebec,Q4 2013,3614.0,6280.0,-2666.0,Q4,2013,2013-12-31
Quebec,Q1 2014,3534.0,5780.0,-2246.0,Q1,2014,2014-03-31
Quebec,Q2 2014,5816.0,10480.0,-4664.0,Q2,2014,2014-06-30
Quebec,Q3 2014,5394.0,10846.0,-5452.0,Q3,2014,2014-09-30
Quebec,Q4 2014,3648.0,5789.0,-2141.0,Q4,2014,2014-12-31
Quebec,Q1 2015,3885.0,6594.0,-2709.0,Q1,2015,2015-03-31
Quebec,Q2 2015,6118.0,11958.0,-5840.0,Q2,2015,2015-06-30
Quebec,Q3 2015,6830.0,10410.0,-3580.0,Q3,2015,2015-09-30
Quebec,Q4 2015,3217.0,5288.0,-2071.0,Q4,2015,2015-12-31
Quebec,Q1 2016,4431.0,5679.0,-1248.0,Q1,2016,2016-03-31
Quebec,Q2 2016,6697.0,10916.0,-4219.0,Q2,2016,2016-06-30
Quebec,Q3 2016,6701.0,10247.0,-3546.0,Q3,2016,2016-09-30
Quebec,Q4 2016,3009.0,4588.0,-1579.0,Q4,2016,2016-12-31
Quebec,Q1 2017,4637.0,5078.0,-441.0,Q1,2017,2017-03-31
Quebec,Q2 2017,7303.0,9864.0,-2561.0,Q2,2017,2017-06-30
Quebec,Q3 2017,6397.0,8593.0,-2196.0,Q3,2017,2017-09-30
Quebec,Q4 2017,3934.0,4736.0,-802.0,Q4,2017,2017-12-31
Quebec,Q1 2018,5148.0,5667.0,-519.0,Q1,2018,2018-03-31
Quebec,Q2 2018,7650.0,9826.0,-2176.0,Q2,2018,2018-06-30
Quebec,Q3 2018,6579.0,8640.0,-2061.0,Q3,2018,2018-09-30
Quebec,Q4 2018,3980.0,5324.0,-1344.0,Q4,2018,2018-12-31
Quebec,Q1 2019,4625.0,4966.0,-341.0,Q1,2019,2019-03-31
Quebec,Q2 2019,8681.0,9063.0,-382.0,Q2,2019,2019-06-30
Quebec,Q3 2019,8756.0,10505.0,-1749.0,Q3,2019,2019-09-30
Quebec,Q4 2019,4870.0,5460.0,-590.0,Q4,2019,2019-12-31
Quebec,Q1 2020,5684.0,6241.0,-557.0,Q1,2020,2020-03-31
Quebec,Q2 2020,8249.0,9789.0,-1540.0,Q2,2020,2020-06-30
Quebec,Q3 2020,6191.0,7441.0,-1250.0,Q3,2020,2020-09-30
Quebec,Q4 2020,3393.0,4649.0,-1256.0,Q4,2020,2020-12-31
Quebec,Q1 2021,5556.0,6002.0,-446.0,Q1,2021,2021-03-31
Quebec,Q2 2021,9227.0,9219.0,8.0,Q2,2021,2021-06-30
Quebec,Q3 2021,9255.0,11822.0,-2567.0,Q3,2021,2021-09-30
Quebec,Q4 2021,4857.0,6275.0,-1418.0,Q4,2021,2021-12-31
Quebec,Q1 2022,6586.0,7056.0,-470.0,Q1,2022,2022-03-31
Quebec,Q2 2022,11471.0,13545.0,-2074.0,Q2,2022,2022-06-30
Quebec,Q3 2022,8771.0,12122.0,-3351.0,Q3,2022,2022-09-30
Quebec,Q4 2022,4587.0,7399.0,-2812.0,Q4,2022,2022-12-31
Quebec,Q1 2023,6630.0,8348.0,-1718.0,Q1,2023,2023-03-31
Quebec,Q2 2023,9645.0,12097.0,-2452.0,Q2,2023,2023-06-30
Quebec,Q3 2023,8561.0,10997.0,-2436.0,Q3,2023,2023-09-30
Quebec,Q4 2023,4426.0,6721.0,-2295.0,Q4,2023,2023-12-31
Quebec,Q1 2024,6974.0,8115.0,-1141.0,Q1,2024,2024-03-31
Quebec,Q2 2024,10201.0,11079.0,-878.0,Q2,2024,2024-06-30
Quebec,Q3 2024,7846.0,8103.0,-257.0,Q3,2024,2024-09-30
Quebec,Q4 2024,3611.0,4704.0,-1093.0,Q4,2024,2024-12-31
Quebec,Q1 2025,5998.0,7237.0,-1239.0,Q1,2025,2025-03-31
Quebec,Q2 2025,8509.0,11015.0,-2506.0,Q2,2025,2025-06-30
Saskatchewan,Q1 2010,4363.0,3606.0,757.0,Q1,2010,2010-03-31
Saskatchewan,Q2 2010,4912.0,4356.0,556.0,Q2,2010,2010-06-30
Saskatchewan,Q3 2010,4705.0,4551.0,154.0,Q3,2010,2010-09-30
Saskatchewan,Q4 2010,3098.0,2863.0,235.0,Q4,2010,2010-12-31
Saskatchewan,Q1 2011,3706.0,4131.0,-425.0,Q1,2011,2011-03-31
Saskatchewan,Q2 2011,5093.0,4512.0,581.0,Q2,2011,2011-06-30
Saskatchewan,Q3 2011,5895.0,5301.0,594.0,Q3,2011,2011-09-30
Saskatchewan,Q4 2011,3990.0,3939.0,51.0,Q4,2011,2011-12-31
Saskatchewan,Q1 2012,4643.0,4658.0,-15.0,Q1,2012,2012-03-31
Saskatchewan,Q2 2012,7094.0,5846.0,1248.0,Q2,2012,2012-06-30
Saskatchewan,Q3 2012,5787.0,5072.0,715.0,Q3,2012,2012-09-30
Saskatchewan,Q4 2012,3051.0,3413.0,-362.0,Q4,2012,2012-12-31
Saskatchewan,Q1 2013,3868.0,4372.0,-504.0,Q1,2013,2013-03-31
Saskatchewan,Q2 2013,6620.0,6077.0,543.0,Q2,2013,2013-06-30
Saskatchewan,Q3 2013,4970.0,5046.0,-76.0,Q3,2013,2013-09-30
Saskatchewan,Q4 2013,3131.0,3570.0,-439.0,Q4,2013,2013-12-31
Saskatchewan,Q1 2014,4499.0,4728.0,-229.0,Q1,2014,2014-03-31
Saskatchewan,Q2 2014,6229.0,7324.0,-1095.0,Q2,2014,2014-06-30
Saskatchewan,Q3 2014,4318.0,5219.0,-901.0,Q3,2014,2014-09-30
Saskatchewan,Q4 2014,3109.0,3436.0,-327.0,Q4,2014,2014-12-31
Saskatchewan,Q1 2015,4450.0,5886.0,-1436.0,Q1,2015,2015-03-31
Saskatchewan,Q2 2015,6199.0,8063.0,-1864.0,Q2,2015,2015-06-30
Saskatchewan,Q3 2015,4777.0,5692.0,-915.0,Q3,2015,2015-09-30
Saskatchewan,Q4 2015,2996.0,3531.0,-535.0,Q4,2015,2015-12-31
Saskatchewan,Q1 2016,4259.0,5700.0,-1441.0,Q1,2016,2016-03-31
Saskatchewan,Q2 2016,5369.0,6750.0,-1381.0,Q2,2016,2016-06-30
Saskatchewan,Q3 2016,4018.0,5648.0,-1630.0,Q3,2016,2016-09-30
Saskatchewan,Q4 2016,2422.0,3402.0,-980.0,Q4,2016,2016-12-31
Saskatchewan,Q1 2017,3714.0,4955.0,-1241.0,Q1,2017,2017-03-31
Saskatchewan,Q2 2017,5166.0,7075.0,-1909.0,Q2,2017,2017-06-30
Saskatchewan,Q3 2017,3177.0,5389.0,-2212.0,Q3,2017,2017-09-30
Saskatchewan,Q4 2017,2281.0,3746.0,-1465.0,Q4,2017,2017-12-31
Saskatchewan,Q1 2018,3302.0,5406.0,-2104.0,Q1,2018,2018-03-31
Saskatchewan,Q2 2018,4891.0,7585.0,-2694.0,Q2,2018,2018-06-30
Saskatchewan,Q3 2018,2893.0,5617.0,-2724.0,Q3,2018,2018-09-30
Saskatchewan,Q4 2018,2335.0,3778.0,-1443.0,Q4,2018,2018-12-31
Saskatchewan,Q1 2019,3058.0,5608.0,-2550.0,Q1,2019,2019-03-31
Saskatchewan,Q2 2019,4916.0,7640.0,-2724.0,Q2,2019,2019-06-30
Saskatchewan,Q3 2019,3070.0,6418.0,-3348.0,Q3,2019,2019-09-30
Saskatchewan,Q4 2019,2443.0,4369.0,-1926.0,Q4,2019,2019-12-31
Saskatchewan,Q1 2020,3915.0,7115.0,-3200.0,Q1,2020,2020-03-31
Saskatchewan,Q2 2020,4366.0,7304.0,-2938.0,Q2,2020,2020-06-30
Saskatchewan,Q3 2020,2156.0,4350.0,-2194.0,Q3,2020,2020-09-30
Saskatchewan,Q4 2020,2002.0,3030.0,-1028.0,Q4,2020,2020-12-31
Saskatchewan,Q1 2021,3770.0,5182.0,-1412.0,Q1,2021,2021-03-31
Saskatchewan,Q2 2021,4730.0,7270.0,-2540.0,Q2,2021,2021-06-30
Saskatchewan,Q3 2021,3552.0,7180.0,-3628.0,Q3,2021,2021-09-30
Saskatchewan,Q4 2021,2557.0,4165.0,-1608.0,Q4,2021,2021-12-31
Saskatchewan,Q1 2022,4104.0,5800.0,-1696.0,Q1,2022,2022-03-31
Saskatchewan,Q2 2022,6626.0,9187.0,-2561.0,Q2,2022,2022-06-30
Saskatchewan,Q3 2022,4120.0,5498.0,-1378.0,Q3,2022,2022-09-30
Saskatchewan,Q4 2022,2934.0,3913.0,-979.0,Q4,2022,2022-12-31
Saskatchewan,Q1 2023,4429.0,6694.0,-2265.0,Q1,2023,2023-03-31
Saskatchewan,Q2 2023,5727.0,7761.0,-2034.0,Q2,2023,2023-06-30
Saskatchewan,Q3 2023,4983.0,5879.0,-896.0,Q3,2023,2023-09-30
Saskatchewan,Q4 2023,2882.0,3691.0,-809.0,Q4,2023,2023-12-31
Saskatchewan,Q1 2024,5442.0,5858.0,-416.0,Q1,2024,2024-03-31
Saskatchewan,Q2 2024,6527.0,7459.0,-932.0,Q2,2024,2024-06-30
Saskatchewan,Q3 2024,4152.0,4690.0,-538.0,Q3,2024,2024-09-30
Saskatchewan,Q4 2024,2153.0,3234.0,-1081.0,Q4,2024,2024-12-31
Saskatchewan,Q1 2025,5424.0,5289.0,135.0,Q1,2025,2025-03-31
Saskatchewan,Q2 2025,6240.0,7262.0,-1022.0,Q2,2025,2025-06-30
Yukon,Q1 2010,264.0,245.0,19.0,Q1,2010,2010-03-31
Yukon,Q2 2010,483.0,346.0,137.0,Q2,2010,2010-06-30
Yukon,Q3 2010,334.0,279.0,55.0,Q3,2010,2010-09-30
Yukon,Q4 2010,281.0,260.0,21.0,Q4,2010,2010-12-31
Yukon,Q1 2011,370.0,263.0,107.0,Q1,2011,2011-03-31
Yukon,Q2 2011,492.0,312.0,180.0,Q2,2011,2011-06-30
Yukon,Q3 2011,435.0,295.0,140.0,Q3,2011,2011-09-30
Yukon,Q4 2011,345.0,262.0,83.0,Q4,2011,2011-12-31
Yukon,Q1 2012,349.0,476.0,-127.0,Q1,2012,2012-03-31
Yukon,Q2 2012,506.0,289.0,217.0,Q2,2012,2012-06-30
Yukon,Q3 2012,349.0,291.0,58.0,Q3,2012,2012-09-30
Yukon,Q4 2012,248.0,293.0,-45.0,Q4,2012,2012-12-31
Yukon,Q1 2013,249.0,368.0,-119.0,Q1,2013,2013-03-31
Yukon,Q2 2013,529.0,517.0,12.0,Q2,2013,2013-06-30
Yukon,Q3 2013,148.0,403.0,-255.0,Q3,2013,2013-09-30
Yukon,Q4 2013,174.0,270.0,-96.0,Q4,2013,2013-12-31
Yukon,Q1 2014,488.0,326.0,162.0,Q1,2014,2014-03-31
Yukon,Q2 2014,688.0,448.0,240.0,Q2,2014,2014-06-30
Yukon,Q3 2014,303.0,296.0,7.0,Q3,2014,2014-09-30
Yukon,Q4 2014,145.0,287.0,-142.0,Q4,2014,2014-12-31
Yukon,Q1 2015,312.0,225.0,87.0,Q1,2015,2015-03-31
Yukon,Q2 2015,663.0,528.0,135.0,Q2,2015,2015-06-30
Yukon,Q3 2015,348.0,433.0,-85.0,Q3,2015,2015-09-30
Yukon,Q4 2015,153.0,189.0,-36.0,Q4,2015,2015-12-31
Yukon,Q1 2016,453.0,350.0,103.0,Q1,2016,2016-03-31
Yukon,Q2 2016,688.0,394.0,294.0,Q2,2016,2016-06-30
Yukon,Q3 2016,375.0,289.0,86.0,Q3,2016,2016-09-30
Yukon,Q4 2016,220.0,177.0,43.0,Q4,2016,2016-12-31
Yukon,Q1 2017,535.0,293.0,242.0,Q1,2017,2017-03-31
Yukon,Q2 2017,548.0,342.0,206.0,Q2,2017,2017-06-30
Yukon,Q3 2017,232.0,236.0,-4.0,Q3,2017,2017-09-30
Yukon,Q4 2017,259.0,207.0,52.0,Q4,2017,2017-12-31
Yukon,Q1 2018,397.0,336.0,61.0,Q1,2018,2018-03-31
Yukon,Q2 2018,609.0,484.0,125.0,Q2,2018,2018-06-30
Yukon,Q3 2018,338.0,331.0,7.0,Q3,2018,2018-09-30
Yukon,Q4 2018,348.0,206.0,142.0,Q4,2018,2018-12-31
Yukon,Q1 2019,361.0,339.0,22.0,Q1,2019,2019-03-31
Yukon,Q2 2019,664.0,493.0,171.0,Q2,2019,2019-06-30
Yukon,Q3 2019,382.0,297.0,85.0,Q3,2019,2019-09-30
Yukon,Q4 2019,157.0,224.0,-67.0,Q4,2019,2019-12-31
Yukon,Q1 2020,643.0,338.0,305.0,Q1,2020,2020-03-31
Yukon,Q2 2020,689.0,523.0,166.0,Q2,2020,2020-06-30
Yukon,Q3 2020,236.0,202.0,34.0,Q3,2020,2020-09-30
Yukon,Q4 2020,233.0,213.0,20.0,Q4,2020,2020-12-31
Yukon,Q1 2021,388.0,251.0,137.0,Q1,2021,2021-03-31
Yukon,Q2 2021,685.0,359.0,326.0,Q2,2021,2021-06-30
Yukon,Q3 2021,270.0,309.0,-39.0,Q3,2021,2021-09-30
Yukon,Q4 2021,228.0,355.0,-127.0,Q4,2021,2021-12-31
Yukon,Q1 2022,523.0,237.0,286.0,Q1,2022,2022-03-31
Yukon,Q2 2022,828.0,661.0,167.0,Q2,2022,2022-06-30
Yukon,Q3 2022,324.0,310.0,14.0,Q3,2022,2022-09-30
