province,reference_period,in_migrants,out_migrants,net_interprovincial_migration,quarter,year,quarter_date
Yukon,Q4 2022,283.0,220.0,63.0,Q4,2022,2022-12-31
Yukon,Q1 2023,458.0,379.0,79.0,Q1,2023,2023-03-31
Yukon,Q2 2023,723.0,629.0,94.0,Q2,2023,2023-06-30
Yukon,Q3 2023,514.0,445.0,69.0,Q3,2023,2023-09-30
Yukon,Q4 2023,240.0,162.0,78.0,Q4,2023,2023-12-31
Yukon,Q1 2024,635.0,327.0,308.0,Q1,2024,2024-03-31
Yukon,Q2 2024,684.0,467.0,217.0,Q2,2024,2024-06-30
Yukon,Q3 2024,334.0,374.0,-40.0,Q3,2024,2024-09-30
Yukon,Q4 2024,179.0,177.0,2.0,Q4,2024,2024-12-31
Yukon,Q1 2025,417.0,546.0,-129.0,Q1,2025,2025-03-31
Yukon,Q2 2025,638.0,692.0,-54.0,Q2,2025,2025-06-30
